url,Product_Name,Data sheets,Scraped Text,General text,Features,Technical Specifications
https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/hydrophones/portable-hydrophone/,PI Portable hydrophone,,"The portable hydrophone is if you wish to use your catch monitoring system right away without docking for hydrophone installation.



You can connect the hydrophone directly into the connector on the receiver, and lower the hydrophone over the rail.
The hydrophone has an omnidirectional beam and a 50 meter integrated cable.
The cable is sheathed in polyurethane providing robust external protection to complement its 150 kg tensile strength. The cable is supplied on a reel for convenient retrieval and storage.







","Portable Hydrophone: Ideal for immediate catch monitoring, the portable hydrophone allows for quick setup without the need for hydrophone installation. You can easily connect the hydrophone directly into the connector on the receiver and lower it over the rail. The hydrophone features an omnidirectional beam and a 50 meter integrated cable. The cable is sheathed in polyurethane, providing robust external protection with a 150 kg tensile strength. Moreover, the cable is supplied on a reel, allowing for convenient retrieval and storage.",I don`t know,I don`t know
https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/hydrophones/purse-seine-hydrophone/,PI Purse seine hydrophone,,"The purpose of the hydrophone is to provide the best possible communication with the wireless sensors located on your purse or danish seine.

You can use one or two hydrophones pointing towards the net. Both are hull-mounted.
The hydrophone has a 90 degrees horizontal beam and a 30 degrees vertical beam. This provides the catch monitoring system with optimal reception from the wireless sensors on a purse seine.
The beam pattern is especially suited for purse seining. The wide coverage area reduces the need for careful alignment.

",The purpose of the hydrophone is to provide the best possible communication with the wireless sensors located on your purse or danish seine. You can use one or two hydrophones pointing towards the net. Both are hull-mounted. The hydrophone has a 90 degrees horizontal beam and a 30 degrees vertical beam. This provides the catch monitoring system with optimal reception from the wireless sensors on a purse seine. The beam pattern is especially suited for purse seining. The wide coverage area reduces the need for careful alignment.,,
https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/hydrophones/Trawl-hydrophone/,PI Trawl hydrophone,,"The Simrad PI Trawl hydrophone is designed to provide the best possible communication with the wireless sensors located on your pelagic or bottom trawls.

You can use one or two hydrophones pointing towards the aft of the vessel, but pay attention to the noise generated by the propellers. Each hydrophone is hull-mounted.
The Trawl hydrophone has a 50 degrees horizontal beam and a 30 degrees vertical beam to provide the catch monitoring system with optimal reception from the sensors on a bottom or pelagic trawl.
This specific beam pattern is especially suited for trawling and the wide coverage area reduces the need for careful alignment.

","The Simrad PI Trawl hydrophone is designed to provide the best possible communication with the wireless sensors located on your pelagic or bottom trawls. You can use one or two hydrophones pointing towards the aft of the vessel, but pay attention to the noise generated by the propellers. Each hydrophone is hull-mounted. The Trawl hydrophone has a 50 degrees horizontal beam and a 30 degrees vertical beam to provide the catch monitoring system with optimal reception from the sensors on a bottom or pelagic trawl. This specific beam pattern is especially suited for trawling and the wide coverage area reduces the need for careful alignment.",I don't know,I don't know
https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxcharger/,PX MultiSensor Charger,,"The PX MultiSensor Charger must be used to charge all PX family sensors.
The catch monitoring sensors must be charged between operations. The charger is provided with a special plug that prevents shortcuts or incorrect connections. Charging is fully automatic. When the sensor is fully charged, the charging current is limited to ensure long battery life.
Recommended charging temperature is between +5 and +45°C (+41 to +113°F).
Note!
The battery charger is designed especially for charging this sensor battery, and it must only be used for this purpose
The sensor must never be charged at temperatures below 0°C (32°F). A built-in safety mechanism will protect the sensor if you attempt to charge it in sub-zero temperatures.
Documents

Simrad PX MultiSensor Charger

","The PX MultiSensor Charger must be used to charge all PX family sensors. The catch monitoring sensors must be charged between operations. The charger is provided with a special plug that prevents shortcuts or incorrect connections. Charging is fully automatic. When the sensor is fully charged, the charging current is limited to ensure long battery life. Recommended charging temperature is between +5 and +45°C (+41 to +113°F). Note! The battery charger is designed especially for charging this sensor battery, and it must only be used for this purpose. The sensor must never be charged at temperatures below 0°C (32°F). A built-in safety mechanism will protect the sensor if you attempt to charge it in sub-zero temperatures. Documents: Simrad PX MultiSensor Charger",I don't know,I don't know
https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/remote-services-for-hipap-systems/,Remote Services for HiPAP systems,,"
KONGSBERG Remote Services is a tool for KONGSBERG certified engineers worldwide when requested to connect to a HiPAP system and provide remote support. It can reduce the need for onboard visits by KONGSBERG Service personnel, saving both time and cost while reducing downtime due to shorter response time on support requests.
Kongsberg Remote Services are built on a common technology platform for KONGSBERG products. When installed on board Remote Services can support several KONGSBERG products on the same platform. The system is designed to address the challenges of establishing a secure and reliable remote session to the vessel HiPAP system via satellite communications. KONGSBERG's global secure network is developed in-house and all communications are authenticated and encrypted by a Kongsberg Maritime controlled PKI (Public Key Infrastructure) regime.
If a user requires support, the operator simply needs to request to press the 'Remote support' button on the HiPAP Operator Station (APOS). The request will then be handled by a KONGSBERG certified engineer in a KONGSBERG Support center. The engineer can view the operator's screen and assist via telephone or text chat through remote services.
Initially, the on board user cannot operate the system during the support session, only view the screen onboard. The next level in the process is to enable the KONGSBERG support engineer to operate the system, check parameters and other status information. Execution of specific tasks can be carried out.
If remote operation of the system shall be carried out, risk assessment and remote safe job analysis will have been completed by the customer and KONGSBERG in advance. Remote operation is only done by a certified KONGSBERG engineer after onboard personnel have initiated and approved the session and the time duration is agreed.
Key features
Typical tasks than can be executed by Remote Services include:

Transducer alignment
Transducer alignment analysis
LBL Array calibration
LBL Array runtime calibration
Software Upgrade (cNODE)
Configure new options
HAIN alignment
Post processing of DVL calibration
Troubleshooting in general
Configure outputs/inputs
General System Check

The onboard installation consists of a Kongsberg Remote Service kit that contains a pre-programmed router, malware protection computer and software for the operator stations. The HiPAP APOS system may require a software upgrade to use this new feature.
","KONGSBERG Remote Services is a tool for KONGSBERG certified engineers worldwide when requested to connect to a HiPAP system and provide remote support. It can reduce the need for onboard visits by KONGSBERG Service personnel, saving both time and cost while reducing downtime due to shorter response time on support requests. Kongsberg Remote Services are built on a common technology platform for KONGSBERG products. When installed on board Remote Services can support several KONGSBERG products on the same platform. The system is designed to address the challenges of establishing a secure and reliable remote session to the vessel HiPAP system via satellite communications. KONGSBERG's global secure network is developed in-house and all communications are authenticated and encrypted by a Kongsberg Maritime controlled PKI (Public Key Infrastructure) regime. If a user requires support, the operator simply needs to request to press the 'Remote support' button on the HiPAP Operator Station (APOS). The request will then be handled by a KONGSBERG certified engineer in a KONGSBERG Support center. The engineer can view the operator's screen and assist via telephone or text chat through remote services. Initially, the on board user cannot operate the system during the support session, only view the screen onboard. The next level in the process is to enable the KONGSBERG support engineer to operate the system, check parameters and other status information. Execution of specific tasks can be carried out. If remote operation of the system shall be carried out, risk assessment and remote safe job analysis will have been completed by the customer and KONGSBERG in advance. Remote operation is only done by a certified KONGSBERG engineer after onboard personnel have initiated and approved the session and the time duration is agreed.","Typical tasks than can be executed by Remote Services include:
- Transducer alignment
- Transducer alignment analysis
- LBL Array calibration
- LBL Array runtime calibration
- Software Upgrade (cNODE)
- Configure new options
- HAIN alignment
- Post processing of DVL calibration
- Troubleshooting in general
- Configure outputs/inputs
- General System Check",I don't know
https://www.kongsberg.com/maritime/products/bridge-systems-and-control-centres/broadband-radios/br90/,Simrad BR90,,"Completely enclosed with integrated antennas the Simrad BR90 is designed for installations on small manned and unmanned vessels.


The Simrad BR90 is best choice if you need to connect equipment between vessels up to 15 km distance between them, and you need a data rate up to 5 Mb/s (depending on distance and Sea conditions). The unit has an integrated bracket for easy installation. With its neat and slim design, and only one cable to connect, the BR90 is easy to deploy on the vessel.
Each BR90 works in a network with two or more radio units. A radio site is one or several radio units connected together on one location. A radio network is a network of radio sites.
The BR90 gives you high speed, high capacity and extremely robust data, voice and video transfer between multiple vessels and other assets. It has demonstrated stable, high capacity communication in a maritime environment.

","Completely enclosed with integrated antennas the Simrad BR90 is designed for installations on small manned and unmanned vessels. The Simrad BR90 is the best choice if you need to connect equipment between vessels up to 15 km distance between them, and you need a data rate up to 5 Mb/s (depending on distance and Sea conditions). The unit has an integrated bracket for easy installation. With its neat and slim design, and only one cable to connect, the BR90 is easy to deploy on the vessel. Each BR90 works in a network with two or more radio units. A radio site is one or several radio units connected together on one location. A radio network is a network of radio sites. The BR90 gives you high speed, high capacity and extremely robust data, voice and video transfer between multiple vessels and other assets. It has demonstrated stable, high capacity communication in a maritime environment.","Integrated antennas
Easy installation with integrated bracket
High-speed data transfer
High capacity communication
Robust data, voice, and video transfer",I don't know
https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/cp200-5c/,Simrad CP200-5C,,"The Simrad CP200-5C transducer housing contains three separate transducers set up to measure water velocity, and one single-beam transducer for traditional fish-finding. Due to its high operating frequency the CP200-5C provides accurate measurements and detailed echograms.


The transducer is normally mounted flush with the hull plating. A clamping frame isused to secure the transducer body to a mounting frame. The mounting frame is welded to the bottom plate. The transducer cable penetrates the hull using a cable gland. The cable gland consists of a bushing, rubber gasket, washers and a packing nipple. The transducer can also be flush mounted at the bottom of a blister or a drop keel. 
The CP200-5C transducer is connected to a echo sounder system. For maximummeasurement accuray we strongly recommend that you connect a motion reference unit (MRU) to the echo sounder system. If a motion reference unit (MRU) is not available, use a motion sensor to measure roll and pitch. As a minimum solution a global positioning system (GPS) can be used.
To obtain precision data that are both detailed and correct, it is necessary to align the transducer and measure its location and offset in relation to the vessel’s  coordinate system. We recommend that the echo sounder system with the CP200-5C transducer is calibrated prior to use.
Key specifications

Frequency: 200 kHz
Beamwidth, ADCP elements: 5 degrees
Beamwidth, fish-finding element: 30 degrees
Cable length: 20 metres
Weight (in air, with cable): 13.3 kg

","The Simrad CP200-5C transducer housing contains three separate transducers set up to measure water velocity, and one single-beam transducer for traditional fish-finding. Due to its high operating frequency the CP200-5C provides accurate measurements and detailed echograms. The transducer is normally mounted flush with the hull plating. A clamping frame is used to secure the transducer body to a mounting frame. The mounting frame is welded to the bottom plate. The transducer cable penetrates the hull using a cable gland. The cable gland consists of a bushing, rubber gasket, washers and a packing nipple. The transducer can also be flush mounted at the bottom of a blister or a drop keel. The CP200-5C transducer is connected to an echo sounder system. For maximum measurement accuracy, we strongly recommend that you connect a motion reference unit (MRU) to the echo sounder system. If a motion reference unit (MRU) is not available, use a motion sensor to measure roll and pitch. As a minimum solution, a global positioning system (GPS) can be used. To obtain precision data that are both detailed and correct, it is necessary to align the transducer and measure its location and offset in relation to the vessel's coordinate system. We recommend that the echo sounder system with the CP200-5C transducer is calibrated prior to use.","Frequency: 200 kHz
Beamwidth, ADCP elements: 5 degrees
Beamwidth, fish-finding element: 30 degrees
Cable length: 20 metres
Weight (in air, with cable): 13.3 kg",I don`t know
https://www.kongsberg.com/maritime/products/commercial-fisheries/fisheryadcp/cp60/,Simrad CP60,,"






The Simrad CP60 can measure up to five individual layers of water current. The transducer operates on 200 kHz. This frequency offers a range that is deep enough for most purse seines. The measurements provided are the speed of the water current and geographical or relative direction. The CP60 also provides a backscatter display for each channel.

The CP60 can export the measured water current data to other systems on your vessel. Providing this information to a Simrad sonar is specifically useful. However, the CP60 uses a standard NMEA datagram, which means that any system on your vessel can benefit from the data.

Besides the water current measurements, the CP60 offers a built-in single-beam echo sounder. The beam opening on this transducer element is 27 degrees. This beam opening angle makes it ideal for fish detection higher up in the water column.

The CP60 uses the CP200-5C transducer. For maximum measurement accuracy, we strongly recommend connecting a motion reference unit (MRU) to the CP60. If a motion reference unit is unavailable, use a motion sensor to measure roll and pitch. Use a global positioning system (GPS) as a minimum solution.

To obtain precision data that are both detailed and correct, it is necessary to align the transducer and measure its location and offset relative to the vessel’s coordinate system. You must calibrate the CP60 system with the CP200-5C transducer before you use it.

","Simrad CP60 Water Current Profiler offers the ability to measure up to five individual layers of water current. The transducer operates on 200 kHz, providing a range deep enough for most purse seines. It delivers measurements for the speed of the water current and geographical or relative direction, along with a backscatter display for each channel. The CP60 can export the measured water current data to other systems on your vessel, making it particularly useful when integrated with a Simrad sonar. It uses a standard NMEA datagram, allowing any system on the vessel to benefit from the data. Additionally, it features a built-in single-beam echo sounder with a 27-degree beam opening angle, suitable for fish detection higher up in the water column. To enhance measurement accuracy, connecting a motion reference unit (MRU) to the CP60 is recommended. In the absence of an MRU, a motion sensor for roll and pitch measurement and a GPS for minimum solution can be used. Calibration of the CP60 system with the CP200-5C transducer is essential to obtain precise and correct detailed data."," - Measures up to five individual layers of water current
 - Operates on 200 kHz frequency
 - Provides water current speed and geographical or relative direction
 - Offers a backscatter display for each channel
 - Enables export of measured water current data to other systems
 - Features a built-in single-beam echo sounder with a 27-degree beam opening angle
 - Recommend connecting a motion reference unit (MRU) for maximum measurement accuracy
 - Calibration with CP200-5C transducer required for precise and correct detailed data",I don`t know
https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysonar/cs90/,Simrad CS90,,"The Simrad CS90 is the first omnidirectional broadband sonar on the market. The world's first composite transducer makes it possible to transmit and receive in a wide frequency range. This makes it possible to achieve high resolution on longer ranges. You can also adjust the operating frequency for better detection, or to avoid a noise source such as another echo sounder or hydroacoustic system.


The CS90 is designed for fishing vessels of all sizes, both purse seiners and trawlers. The centre operational frequency is 85 kHz, but you can select any operational frequency from 70 to 90 kHz in steps of 1 kHz. The cylindrical multi-element transducer permits the omnidirectional sonar beams to be tilted electronically from -10 to +84 degrees. With this functionality you can automatically track schools of fish, even at close range, and observe the whole water volume around the vessel. A stabilizing system is included for electronic pitch and roll compensation.
The CS90 offers the same user interface and operating software as our other sonars, echo sounders and catch monitoring systems. This enables easier and faster training of new users.



","The Simrad CS90 is the first omnidirectional broadband sonar on the market. The world's first composite transducer makes it possible to transmit and receive in a wide frequency range. This makes it possible to achieve high resolution on longer ranges. You can also adjust the operating frequency for better detection, or to avoid a noise source such as another echo sounder or hydroacoustic system. The CS90 is designed for fishing vessels of all sizes, both purse seiners and trawlers. The centre operational frequency is 85 kHz, but you can select any operational frequency from 70 to 90 kHz in steps of 1 kHz. The cylindrical multi-element transducer permits the omnidirectional sonar beams to be tilted electronically from -10 to +84 degrees. With this functionality you can automatically track schools of fish, even at close range, and observe the whole water volume around the vessel.  A stabilizing system is included for electronic pitch and roll compensation. The CS90 offers the same user interface and operating software as our other sonars, echo sounders and catch monitoring systems. This enables easier and faster training of new users.","Omnidirectional broadband sonar
Wide frequency range for high resolution
Adjustable operating frequency
Cylindrical multi-element transducer
Electronic tilt functionality
Stabilizing system for pitch and roll compensation
Same user interface and operating software as other sonars","category: Sonar
operational frequency range: 70 to 90 kHz
transducer tilt range: -10 to +84 degrees
stabilizing system: included
user interface: same as other sonars"
https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/simrad-ek15/,Simrad EK15,,"All can be opened and/or downloaded using the link below. The manuals are provided on several formats; PDF, EPUB and/or CHM. Selected manuals are also provided as separate websites.
Available documents

End user documentation
Software release notes
Sales documents
Installation documents
Installation drawings

Shortcuts to online reference manuals


Simrad EK15 Reference Manual (English)
Simrad EK15 Manual de Referencia (Español)



","All can be opened and/or downloaded using the link below. The manuals are provided on several formats; PDF, EPUB and/or CHM. Selected manuals are also provided as separate websites. Available documents include end user documentation, software release notes, sales documents, installation documents, installation drawings, and shortcuts to online reference manuals such as the Simrad EK15 Reference Manual (English) and the Simrad EK15 Manual de Referencia (Español).",I don`t know,I don`t know
https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysounder/es70/,Simrad ES70,,"Key facts

State of the art echo sounder for professional and semi-professional users
High resolution - high accuracy
Zoom function with biomass information
Bottom hardness
Innovative display gain functionality
Seamless automatic range
Automatic pulse length adjustment
Unlimited number of personal settings
Fast and easy operation
Improved bottom detection functionality
24 hours “on-screen” history
Menu system in multiple languages
Up to six frequencies shown simultaneously
Optimized for wide screen displays (16:9)

Product description
The Simrad ES70 is a high accuracy professional single- and split-beam multi purpose fish finder. It is designed for the professional fishery community. The latest innovations in computer technology have been used to satisfy the increasing needs from our demanding customers: ""Top performance at any depth, and easy to operate!""

The ES70 screen capture shows the echogram provided by a Simrad ES38 split-beam transducer. An area of the echogram has been zoomed in. Additional information panes are used to reveal fish position and size distribution.
The Simrad ES70 is a modular system, the basic configuration consists of a computer, a transceiver and a transducer. Using this basic configuration you can start with a simple single frequency single beam system. Later, you can expand the system to a multi-frequency echo sounder using single and/or split-beam transducers. You can choose from a wide variety of advanced software functions, transducers, and transceivers.
Multiple frequencies are available for the Simrad ES70. This is because different frequencies and transducers are used for different fisheries. Mackerel, Tuna, Anchovies, Herring and other schooled fish are best measured using a high frequency system, typically 120 or 200 kHz depending on the depth. Cod, Pollock, Seith and other bottom fish can be measured using 70 or 38 kHz systems, while 18 kHz is used for deep water species. Any two of the available frequencies can be assembled in the same transceiver cabinet. Each frequency is operated separately as with individual echo sounders, orsimultaneously to see the frequency response from the fish on two different frequencies. You can add up to a total of six frequencies on the screen at the same time, or on separate monitors, using available software, computer technology and display monitors.
With the Simrad ES70, Simrad introduces a new way to present optional information. We call them information panes. With a click on the requested icon on the top bar, the information you wish to add to the echogram is presented in a dedicated frame. You can place the frame wherever you want, and you can change it to any size and shape. It is even transparent, so you will not loose any information from the echogram behind it.
The new zoom function provided by the Simrad ES70 is innovative, efficient and very easy to use. Using the trackball you can establish an area on the echogram. The information within this area is displayed in the Zoom pane, and the fish biomass is calculated and displayed. The zoomed area can be used to investigate a school of pelagic fish, or an area close to bottom.

","The Simrad ES70 is a high accuracy professional single- and split-beam multi purpose fish finder, designed for professional and semi-professional users. It offers high resolution and high accuracy, along with a zoom function providing biomass information and bottom hardness. The echo sounder features an innovative display gain functionality, seamless automatic range, automatic pulse length adjustment, and an unlimited number of personal settings for fast and easy operation. It also boasts improved bottom detection functionality and a 24-hour 'on-screen' history. The menu system is available in multiple languages, and it can display up to six frequencies simultaneously, optimized for wide screen displays (16:9).","Key Features: 
- High resolution - high accuracy 
- Zoom function with biomass information 
- Bottom hardness 
- Innovative display gain functionality 
- Seamless automatic range 
- Automatic pulse length adjustment 
- Unlimited number of personal settings 
- Fast and easy operation 
- Improved bottom detection functionality 
- 24 hours 'on-screen' history 
- Menu system in multiple languages 
- Up to six frequencies shown simultaneously 
- Optimized for wide screen displays (16:9)",I don`t know
https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysounder/es80/,Simrad ES80,,"The latest computer and signal processing innovations are used to create a sophisticated and intuitive echo sounder. It can operate with operational frequencies ranging from 10 to 500 kHz. With a suitable transducer, the ES80 can use frequency sweeps (""chirps"") across a range of frequencies.




With the CP200-5C transducer, the ES80 offers accurate current velocity measurements in up to five individually defined layers. The speed and direction of the currents throughout the water column are measured and presented as a function of the depth. The transducer operates on 200 kHz. This frequency offers a range that is deep enough for most purse seines.
Important: To use the ADCP functionality, your system must have a CP200-5C transducer and software version 21.15 or later.



This screen capture shows the Simrad ES80 set up for a close inspection of fish close to the bottom. A small school is placed in the zoom window. Aegean Electronics, Greece, kindly provide the capture.

Key features

Split beam operation
FM (linear) and CW pulse forms
Large dynamic range
Low self-noise
High ping rate
Simultaneous transmission of all frequencies
Several transceivers can run simultaneously.
Wideband frequency sweep (""chirp""), in combination with advanced signal processing, gives an excellent echo quality.
Acoustic Doppler current profiler (ADCP) functionality provided (requires special transducer)
Define and save your own user settings
Easy operation with an intuitive user interface
Clear and easily comprehensive echo data

System description
The Simrad ES80 is the most modern “high-end” split beam echo sounder in the professional fishery market. Based on more than 60 years of research and development in close collaboration with fishermen and leading marine scientists, this wideband echo sounder system has succeeded the famous ES60 and ES70 systems.
Simrad has manufactured fish finders for over 65 years, and we have more than 25 years of experience with split-beam technology. Our first split-beam fish finder, operating on 38 kHz, came on the market in 1984. A 70 kHz system quickly followed it. Today, we can offer a wide range of operational frequencies from 18 kHz, used for detecting deep water species, up to 333 kHz, used for finding and measuring plankton.
The Simrad ES80 is the fifth-generation professional split beam fish finder for the worldwide fishing community. We have designed it to satisfy the increasing need of our demanding customers: ""Top performance at any depth and easy to operate”. The latest innovations in computer and signal processing techniques are used to create a sophisticated but also intuitive echo sounder.
The Simrad ES80 is a wideband echo sounder. It can operate with operational frequencies ranging from 10 to 500 kHz. With a suitable transducer, the ES80 can use frequency sweeps (""chirps"") across a range of frequencies. This functionality gives you an increased resolution on the longer ranges.
Initially designed for our scientific sounders, the ES80 can also offer the ""target response"" (TS) curve. This function makes it easier to determine which species you are looking at.
The echo sounder system is modular, and you can assemble any combination of transceivers and transducers to fit your purposes. In a typical configuration, the ES80 comprises:

Display
One Processor Unit (computer)
One or more transceiver units
An Ethernet switch (if you use more than one transceiver)
One or more single- or split-beam transducers

The ES80 can work with the General Purpose Transceiver (GPT), the Wide Band Transceiver (WBT) and the EK15 Transceiver.






","The Simrad ES80 is a wideband echo sounder that utilizes the latest computer and signal processing innovations to deliver a sophisticated and intuitive system. With operational frequencies ranging from 10 to 500 kHz, the ES80 can use frequency sweeps ('chirps') across a range of frequencies, providing increased resolution on longer ranges. The system offers accurate current velocity measurements in up to five individually defined layers when using the CP200-5C transducer. It can measure the speed and direction of currents throughout the water column as a function of the depth. The ES80 is equipped with Split beam operation, FM (linear) and CW pulse forms, large dynamic range, low self-noise, high ping rate, simultaneous transmission of all frequencies, the Acoustic Doppler current profiler (ADCP) functionality provided (requires special transducer), and the ability to define and save user settings. Backed by over 60 years of research and development, the ES80 has succeeded the famous ES60 and ES70 systems, incorporating wideband technology and collaborating with leading marine scientists to provide top performance at any depth and ease of operation."," - Split beam operation
 - FM (linear) and CW pulse forms
 - Large dynamic range
 - Low self-noise
 - High ping rate
 - Simultaneous transmission of all frequencies
 - Acoustic Doppler current profiler (ADCP) functionality provided (requires special transducer)
 - Define and save your own user settings
 - Easy operation with an intuitive user interface
 - Clear and easily comprehensive echo data",I don't know
