Product_Name,product_tags,Product category,url,image_url
"Autonomous Underwater Vehicle, HUGIN","{""tags"": ""AUV, advanced navigation system, HISAS, environmental monitoring, subsea mapping, marine survey""}, nan, {
  ""tags"": ""Autonomous Underwater Vehicle, customizable payload, long endurance, maritime research support, autonomous maritime vehicle""
}, {""tags"": ""Sub-bottom profiler, Multibeam sonar, multibeam echosounder, side-scan sonar, seafloor mapping, subsea survey""}, {
  ""tags"": ""Autonomous Underwater Vehicle, Sub-bottom profiler, advanced navigation system, low frequency transducers, seafloor mapping, geophysical survey""
}","Seafloor mapping, Surveilance & monitoring, Naval, Geophysical survey, Autonomous and uncrewed solutions",https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-hugin/,"https://www.kongsberg.com/contentassets/4fd118849fb24dfbb271f4d9b82759e6/cimg2511_small.tif?width=1500&rxy=0.5,0.5&format=JPEG"
"Autonomous Underwater Vehicle, HUGIN Edge","{
  ""tags"": ""Sub-bottom profiler, Multibeam sonar, multibeam echosounder, sub-bottom profiling, seafloor mapping, subsea survey""
}, nan, {""tags"": ""Autonomous Underwater Vehicle, Sub-bottom profiler, advanced navigation system, next generation obstacle avoidance sonar, geophysical survey, seafloor mapping""}, {
  ""tags"": ""AUV, underwater, 3D sonar technology, advanced navigation system, subsea mapping, marine survey""
}, {
  ""tags"": ""Autonomous Underwater Vehicle, Diver Detection Sonar, remote vessel operation, customizable payload, long endurance, maritime research support""
}","Seafloor mapping, Surveilance & monitoring, Naval, Geophysical survey, Autonomous and uncrewed solutions",https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/autonomous-underwater-vehicle-hugin-edge/,"https://www.kongsberg.com/contentassets/8cf870df24534451afb5f54d171ba2ba/hugin_edge_scan_900x506.png?width=1500&rxy=0.5,0.5"
"Autonomous Underwater Vehicle, HUGIN Endurance","{
  ""tags"": ""AUV, underwater, HISAS, advanced navigation system, subsea mapping, maritime surveillance""
}, nan, {""tags"": ""Multibeam sonar, Side Scan Sonar, multibeam echosounder, high-resolution sonar, seafloor mapping, subsea survey""}, {""tags"": ""Autonomous Underwater Vehicle, USV hydroacoustic applications, long endurance, maritime research support""}, {
  ""product type"": [""Autonomous Underwater Vehicle"", ""Sub-bottom profiler""],
  ""technology"": [""advanced navigation system"", ""sub-bottom sonar""],
  ""application"": [""geophysical survey"", ""seafloor mapping""]
}","Seafloor mapping, Surveilance & monitoring, Naval, Geophysical survey, Autonomous and uncrewed solutions",https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/autonomous-underwater-vehicle-hugin-endurance/,"https://www.kongsberg.com/contentassets/0f9369318ccc470e9ba21a7552ecbc08/hugin-endurance_ill_scan_50.jpg?width=1500&rxy=0.5,0.5"
"Autonomous Underwater Vehicle, HUGIN Superior","{""tags"": ""AUV, HISAS, subsea mapping, environmental monitoring, marine survey, maritime surveillance""}, {""tags"": ""Multibeam sonar, Sub-bottom profiler, multibeam echosounder, sub-bottom profiling, seafloor mapping, subsea survey""}, {""tags"": ""Autonomous Underwater Vehicle, USV hydroacoustic applications, long endurance, maritime research support, autonomous maritime vehicle""}, nan, {""tags"": ""Autonomous Underwater Vehicle, Sub-bottom profiler, advanced navigation system, sub-bottom sonar, seafloor mapping, geophysical survey""}","Seafloor mapping, Surveilance & monitoring, Naval, Geophysical survey, Autonomous and uncrewed solutions",https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-hugin-superior/,"https://www.kongsberg.com/contentassets/6d7d17856ed64a3c855e65497ceb55e1/hugin_sup_web.png?width=1500&rxy=0.5,0.5"
Blue Insight,"{
  ""tags"": ""Navigation system, Positioning system, acoustic telemetry, Hydroacoustic Positioning, underwater communication, ROV integration""
}, {
  ""tags"": ""Cloud Storage, Industrial IoT, cloud-based, AI classification, environmental monitoring, data visualization""
}","Cloud solution, Underwater navigation & positioning",https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/,"https://www.kongsberg.com/contentassets/06080f069e294b3f955f820d3142fc61/blue_insight_illustration_webheader.jpg?width=1500&rxy=0.5,0.5"
Core,"{
  ""tags"": ""Data Management, Cloud Storage, cloud-based, Cyber Security, data visualization, situational awareness""
}",Cloud solution,https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/core/,"https://www.kongsberg.com/contentassets/6ef498b8d5c34185bb16baa0b782e05f/blue_insight_illustration_webheader.jpg?width=1500&rxy=0.5,0.5"
DGPS / DGNSS reference and monitoring stations,"{
  ""tags"": ""GPS receiver, IALA beacon receiver, GNSS infrastructure, spoofing mitigation, GPS, maritime navigation""
}",Surface navigation & positioning,https://www.kongsberg.com/maritime/products/onshore/onshore-systems/dgps-dgnss-reference-and-monitoring-stations/,"https://www.kongsberg.com/contentassets/8039f9fac52648a582303797c701660d/ims500-1020x354.jpg?width=500&rxy=0.5,0.5"
Data forwarder,"{
  ""tags"": ""Data Management, Cloud Storage, cloud-based, AI classification, environmental monitoring, situational awareness""
}",Cloud solution,https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/data-forwarder/,"https://www.kongsberg.com/contentassets/3c6c2d9d8d384e89adba6af22a792593/blue_insight_illustration_webheader.jpg?width=1500&rxy=0.5,0.5"
"Diver Detection Sonar, DDS 9000","nan, {""tags"": ""Diver Detection Sonar, USV hydroacoustic applications, maritime research support, autonomous maritime vehicle""}","Surveilance & monitoring, Naval",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/diver-detection-sonar-dds-9000/,https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
Domed Scanning Sonar,nan,Surveilance & monitoring,https://www.kongsberg.com/maritime/products/marine-robotics/underwater-vehicle-instruments/single-beam-scanning-sonars/domed-scanning-sonar/,"https://www.kongsberg.com/contentassets/72c65bd3c0da49a5a7b6997b0b3a3051/clariscan-sonar-head-1020x454.jpg?width=500&rxy=0.5,0.5"
"Domed Sonar Head with Monolithic Transducer - 11,000M (P/N 975-23620000)","{
  ""tags"": ""Multibeam sonar, Sub-bottom profiler, multibeam echosounder, sub-bottom profiling, seafloor mapping, subsea survey""
}",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/domed-sonar-head-with-monolithic-transducer-11000m-pn-975-23620000/,https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
Dual Axis Scanning Sonar ,nan,Surveilance & monitoring,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/DAS/,"https://www.kongsberg.com/contentassets/3dab7f84dfe84cd6b9a251f6087e34a5/das-250x352.jpg?width=750&rxy=0.5,0.5"
EA sidescan sonar,"{
  ""tags"": ""Side Scan Sonar, high-resolution sonar, seafloor mapping, subsea survey""
}",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/ea-sidescan-sonar/,https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
EA sub-bottom functionality,"{
  ""tags"": ""Sub-bottom profiler, low frequency transducers, geophysical survey, sediment layer mapping""
}, {
  ""tags"": ""Sub-bottom profiler, Single beam echo sounder, sub-bottom profiling, seafloor mapping, subsea survey""
}","Geophysical survey, Seafloor mapping",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/ea-sub-bottom-functionality/,https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
EA440 - shallow and medium waters,"{
  ""tags"": ""Single beam echo sounder, Side Scan Sonar, high-resolution sonar, sub-bottom profiling, seafloor mapping, subsea survey""
}",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/EA440/,"https://www.kongsberg.com/contentassets/66f63c420ee5455aa6632654c4a9a37f/ea-survey---illustration---dark_web.jpg?width=750&rxy=0.5,0.5"
EA640 - full ocean depths,"{""tags"":[""Single beam echo sounder"",""Multibeam sonar"",""high-resolution sonar"",""multibeam echosounder"",""seafloor mapping"",""subsea survey""]}",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/ea640/,"https://www.kongsberg.com/contentassets/fec920bfb8d84adc9c3d30f034339041/ea640.jpg?width=750&rxy=0.5,0.5"
EK Mission Planner,"{
  ""tags"": ""autonomous transceiver, oceanographic instrument, wideband technology, scientific research, environmental monitoring, fish stock assessment""
}",Fishery & ocean research,https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/ekmp/,"https://www.kongsberg.com/contentassets/d812d1957b0746a18e778d56aeb3aec4/imagez47lp.png?width=750&rxy=0.5,0.5"
EK80 Portable,"{
  ""echo sounder system"": ""scientific research, environmental monitoring"",
  ""wideband technology"": ""GPS integrated system"",
  ""fish stock assessment"": ""marine navigation""
}, {
  ""tags"": ""portable transducer, transceiver marine research, broadband sweeps, frequency adjustment, fish finding, underwater survey""
}","Fish finding, Fishery & ocean research",https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/sci_es_transceivers/ek80p/,"https://www.kongsberg.com/globalassets/discovery/simrad/echo-sounders-and-adcp/ek80/ek80-images/bm019513_003_001_ek80p_unit_600px_72ppi_210mm.png?width=750&rxy=0.5,0.5"
EK80 Portable entry,"{
  ""tags"": ""echosounder transducer, transceiver marine research, split-beam transducer, dual frequency, fish finding, underwater survey""
}, {
  ""tags"": ""echo sounder system, oceanographic instrument, wideband technology, split-beam transducer, scientific research, environmental monitoring""
}","Fish finding, Fishery & ocean research",https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/sci_es_transceivers/ek80-portable-entry/,"https://www.kongsberg.com/globalassets/discovery/simrad/echo-sounders-and-adcp/ek80/ek80-images/bm019513_003_001_ek80p_unit_600px_72ppi_210mm.png?width=750&rxy=0.5,0.5"
EK80 software,"{
  ""tags"": ""echo sounder system, oceanographic instrument, wideband technology, acoustic Doppler, scientific research, fish stock assessment""
}, {
  ""product type"": ""software documentation, transceiver marine research"",
  ""technology"": ""broadband sweeps, frequency adjustment"",
  ""application"": ""fish finding, fish stock assessment""
}","Fish finding, Fishery & ocean research",https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/ek80software/,"https://www.kongsberg.com/globalassets/discovery/simrad/echo-sounders-and-adcp/ek80/ek80-images/bm010102_101_106_ek80_screen_capture_1000px_web.jpg?width=750&rxy=0.5,0.5"
"EM 124 Multibeam echosounder, Max. 11000 m","{
  ""tags"": ""Multibeam sonar, multibeam echosounder, seafloor mapping, oceanography, deep sea exploration""
}",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-124-multibeam-echosounder-max.-11000-m,"https://www.kongsberg.com/contentassets/b31339013d634e359446e99f285d2b0e/whoi_em124_at5009_pintarift_1921x680.jpg?width=1500&rxy=0.5,0.5"
EM 2040 MKII Multibeam echosounder,"{
  ""tags"": ""Multibeam sonar, high-resolution sonar, seafloor mapping, subsea survey, deep sea exploration""
}",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-2040-multibeam-echosounder-max.-6000-m,"https://www.kongsberg.com/contentassets/896351f6537a46ffa0017c232a5b26aa/em2040_1920x500i.jpg?width=1500&rxy=0.5,0.5"
EM 2040 PHS Portable Hydrographic System ,"{""tags"": ""Multibeam sonar, multibeam echosounder, seafloor mapping, subsea survey, oceanography""}",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-2040-phs-portable-hydrographic-system-/,"https://www.kongsberg.com/globalassets/completecompatportable-header21128.jpg?width=500&rxy=0.5,0.5"
EM 2040C Compact Multibeam echosounder,"{
  ""tags"": ""Multibeam sonar, multibeam echosounder, seafloor mapping, subsea survey""
}",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-2040c-compact-multibeam-echosounder/,https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
"EM 2040C MKII Multibeam echosounder, Max. 500 m","{""tags"": ""Multibeam sonar, multibeam echosounder, seafloor mapping, subsea survey, deep sea exploration, high-resolution sonar""}",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-2040c-multibeam-echosounder-max.-500-m,"https://www.kongsberg.com/contentassets/cd134ba6371f4ec6aebdad030a2a03e8/04_em2040c.jpg?width=1500&rxy=0.5,0.5"
"EM 2040P MKII Multibeam echosounder, Max. 550 m","{
  ""tags"": ""Multibeam sonar, multibeam echosounder, seafloor mapping, subsea survey, high-resolution sonar, oceanography""
}",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-2040p-mkii-multibeam-echosounder-max.-550-m,"https://www.kongsberg.com/contentassets/e6b2212ea9fc47788379927056cf7c0b/em2040p_falls-of-lora_scottland.jpg?width=1500&rxy=0.5,0.5"
EM 2040P Portable multibeam echosounder,"{
  ""tags"": ""Multibeam sonar, multibeam echosounder, seafloor mapping, subsea survey""
}",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-2040p-portable-multibeam-echosounder/,https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
EM 304 MKII Multibeam echosounder,"{""tags"": ""Multibeam sonar, multibeam echosounder, seafloor mapping, subsea survey, deep sea exploration, oceanography""}",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-304-mkii-multibeam-echosounder/,"https://www.kongsberg.com/contentassets/37b2b502e3d549d6ab66dcd5d551e750/plume-height-800m_25.jpg?width=1500&rxy=0.5,0.5"
"EM 304 Multibeam echosounder, Max. 8000 m","{
  ""tags"": ""Multibeam sonar, multibeam echosounder, seafloor mapping, subsea survey, deep sea exploration""
}",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-304-multibeam-echosounder-max.-8000-m,"https://www.kongsberg.com/contentassets/60fa3dd22abd45b09b97ff7271302187/plume-height-800m.jpg?width=1500&rxy=0.5,0.5"
EM 710 Multibeam echosounder,"{
  ""product type"": [""Multibeam sonar"", ""Single beam echo sounder""],
  ""technology"": [""multibeam echosounder""],
  ""application"": [""seafloor mapping"", ""subsea survey""]
}",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-710-multibeam-echosounder/,https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
"EM 712 Multibeam echosounder, Max. 3600 m","{""tags"": ""Multibeam sonar, multibeam echosounder, seafloor mapping, subsea survey, deep sea exploration, oceanography""}",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-712-multibeam-echosounder-max.-3600-m,"https://www.kongsberg.com/contentassets/5a83d273f03d411c83353b6af33fcde9/em-712.jpg?width=1500&rxy=0.5,0.5"
"Echo sounder sweep system, MCU","{
  ""tags"": ""Single beam echo sounder, Sub-bottom profiler, multibeam echosounder, high-resolution sonar, seafloor mapping, subsea survey""
}",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/echosounder-sweep-system/,"https://www.kongsberg.com/contentassets/2db520116efa4bba93ff9a524816cedd/mcu-singlebeam-array-1020x472.jpg?width=1500&rxy=0.5,0.5"
Fish farm information transfer system,"{
  ""tags"": ""oceanographic instrument, acoustic Doppler, environmental monitoring, marine navigation""
}",Fishery & ocean research,https://www.kongsberg.com/maritime/products/commercial-fisheries/aquaculture-monitoring-systems/information-transfer-system/,"https://www.kongsberg.com/contentassets/139de8f5e7ca44a7836d3a3c258f00ed/aqualink.jpg?width=1500&rxy=0.5,0.5"
Fish-finding transducers,"{
  ""tags"": ""echosounder transducer, transceiver marine research, split-beam transducer, dual frequency, fish finding, underwater survey""
}",Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysounder/td_fishfinding/,https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/logo-and-bottom-logo-line/simrad_logo_200px.png
GNSS compass and position sensor,"{
  ""tags"": ""GPS receiver, inertial sensor, GNSS infrastructure, sensor fusion compatible, maritime navigation, vessel tracking""
}",Surface navigation & positioning,https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/gnss-compass-and-position-sensor/,"https://www.kongsberg.com/contentassets/c6c34c94aa6f463e9ed58be1f98d3b24/seanav-300-1020x289.jpg?width=750&rxy=0.5,0.5"
GNSS-based Relative Position Sensor,"{""product type"": ""GPS receiver, inertial sensor"", ""technology"": ""GNSS infrastructure, spoofing mitigation"", ""application"": ""vessel tracking, maritime navigation""}",Surface navigation & positioning,https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/differential-absolute-relative-position-sensor/,"https://www.kongsberg.com/contentassets/f3d24abbd9cf4fc0abf188da287be19e/darps_1920x1080.jpg?width=1500&rxy=0.5,0.5"
GNSS/DGNSS Position Sensors,"{
  ""tags"": ""GPS receiver, inertial sensor, GNSS infrastructure, sensor fusion compatible, maritime navigation, vessel tracking""
}",Surface navigation & positioning,https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/dps/,"https://www.kongsberg.com/contentassets/514d7619bfc6434a92e52c040341913c/dps_1920x1080.jpg?width=1500&rxy=0.5,0.5"
GPS navigation sensor,"{""tags"": ""GPS receiver, IALA beacon receiver, sensor fusion compatible, GNSS infrastructure, GPS, maritime navigation""}",Surface navigation & positioning,https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/gps-navigation-sensor/,"https://www.kongsberg.com/contentassets/b65cc4d2272b4fcab2f883c90b71222f/seapos-700x495.jpg?width=500&rxy=0.5,0.5"
HAIN Reference for DP,"{
  ""tags"": ""Positioning system, Navigation system, Inertial Measurement Unit, Hydroacoustic Positioning, dynamic positioning reference, subsea survey""
}",Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/hain/hain-reference/,"https://www.kongsberg.com/contentassets/908f79d5012e4bfba5345fa62e5ba41c/dp_web_2.png?width=1500&rxy=0.5,0.5"
HIGH RESOLUTION 1171 SONAR HEADS,"{""tags"": ""High-resolution sonar, Side Scan Sonar, seafloor mapping, subsea survey""}",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/high-resolution-1171-sonar-heads/,"https://www.kongsberg.com/contentassets/2842be90c81b4c129b61fe7bd4b3b44f/image1.jpg?width=1500&rxy=0.5,0.5"
HPR 400 - Hydroacoustic Position Reference,"{
  ""tags"": ""Positioning system, Navigation system, Hydroacoustic Positioning, acoustic telemetry, dynamic positioning reference, ROV integration""
}",Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hpr-400-hydroacoustic-position-reference/,https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
Helideck Monitoring System,nan,Surveilance & monitoring,https://www.kongsberg.com/maritime/products/vessel-reference-systems/motion-and-heading-sensors/helideck-monitoring-system/,"https://www.kongsberg.com/contentassets/9c25e9803d294f3f883e8ff4dc2005ab/top-banner_hms_1348x605_nogrid.jpg?width=1500&rxy=0.5,0.5"
HiPAP 102 - Ultra Deep Water Positioning system,"{
  ""tags"": ""Positioning system,Navigation system,acoustic telemetry,Hydroacoustic Positioning,underwater communication,ROV integration""
}",Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap-102/,"https://www.kongsberg.com/contentassets/9557ed72cd16491883c4a5c59b7628ae/hipap-102-250x231.jpg?width=500&rxy=0.5,0.5"
HiPAP 102P - Portable Acoustic Positioning system for Ultra-Deep water Operations,"{
  ""tags"": ""Positioning system, Navigation system, acoustic telemetry, Hydroacoustic Positioning, underwater communication, subsea survey""
}",Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap-102p/,"https://www.kongsberg.com/contentassets/6a2a74e568564d6ba1c16fc678d6f420/hipap102p-670x962.jpg?width=500&rxy=0.5,0.5"
HiPAP 352 - High Precision Acoustic Positioning System,"{
  ""product type"": ""Positioning system, Navigation system"",
  ""technology"": ""acoustic telemetry, Hydroacoustic Positioning"",
  ""application"": ""dynamic positioning reference, ROV integration""
}",Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap-352/,"https://www.kongsberg.com/contentassets/e9860822dacd4d08b9888950d16c8d7b/hipap-352-250x273.jpg?width=500&rxy=0.5,0.5"
HiPAP 352P - Portable Acoustic Positioning system,"{""tags"": ""Portable Acoustic Positioning system, Navigation system, acoustic telemetry, Inertial Measurement Unit, dynamic positioning reference, subsea survey""}",Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap-352p/,"https://www.kongsberg.com/contentassets/ffd4c81e885d4a1e9bf76d093f7da08d/hipap_350p_transducer_150px.jpg?width=500&rxy=0.5,0.5"
HiPAP 452 - High Precision Acoustic Positioning System,"{""tags"": ""Positioning system, Navigation system, acoustic telemetry, Hydroacoustic Positioning, underwater communication, subsea survey""}",Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap-452/,"https://www.kongsberg.com/contentassets/a340d1676a044820bc9c6fa28684cfbc/hipap-452-300x353.jpg?width=500&rxy=0.5,0.5"
HiPAP 452P - High Precision Acoustic Positioning System,"{
  ""tags"": ""Positioning system, Navigation system, acoustic telemetry, Hydroacoustic Positioning, dynamic positioning reference, ROV integration""
}",Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap-452p-high-precision-acoustic-positioning-system/,https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
HiPAP 502 - High Precision Acoustic Positioning System,"{""Positioning system,Navigation system,acoustic telemetry,Hydroacoustic Positioning,dynamic positioning reference,underwater communication""  : []}",Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap-502-high/,"https://www.kongsberg.com/contentassets/a87041336a24403ca648192dcf253ea1/hipap-502-300x393.jpg?width=500&rxy=0.5,0.5"
HiPAP 502P - High Precision Acoustic Positioning System,"{
  ""tags"": ""Positioning system, Navigation system, acoustic telemetry, Hydroacoustic Positioning, dynamic positioning reference, subsea survey""
}",Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap-502p-high-precision-acoustic-positioning-system/,https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
