url,Product_Name,Data sheets,downloads
https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/autonomous-underwater-vehicle-hugin-edge/,"Autonomous Underwater Vehicle, HUGIN Edge",https://www.kongsberg.com/contentassets/8cf870df24534451afb5f54d171ba2ba/datasheet_hugin_edge.pdf,{'Data sheet': ['/contentassets/8cf870df24534451afb5f54d171ba2ba/datasheet_hugin_edge.pdf']}
https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/autonomous-underwater-vehicle-hugin-endurance/,"Autonomous Underwater Vehicle, HUGIN Endurance",https://www.kongsberg.com/contentassets/3a18a176bcca41e98b7f08eedf64e4e8/473631a_hugin_endurance_datasheet.pdf,{'Data sheet': ['/contentassets/3a18a176bcca41e98b7f08eedf64e4e8/473631a_hugin_endurance_datasheet.pdf']}
https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-hugin-superior/,"Autonomous Underwater Vehicle, HUGIN Superior",https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/hugin-superior.pdf,"{'Course description': ['/globalassets/maritime/km-products/product-documents/auv-management-course.pdf'], 'Data sheet': ['/globalassets/maritime/km-products/product-documents/hugin-superior.pdf']}"
https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/,Blue Insight,https://www.kongsberg.com/contentassets/88df0cc7b3574a0ab3d1d0d560fae99b/datasheet_blueinsight.pdf,{'DATA SHEET': ['/contentassets/88df0cc7b3574a0ab3d1d0d560fae99b/datasheet_blueinsight.pdf']}
https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/modems/modem-embedable/,cNODE - Modem Embedable,,"{'Brochure': ['~/link/349428ca632f4f61922083bee798e1e7.aspx'], 'Data sheet': ['/globalassets/maritime/km-products/product-documents/cnode-modem-embed/'], 'Manual': ['/contentassets/8474e0e7f58645d8914338b699497a3b/431016b_cnode_modem_embed_qrg.pdf', '/contentassets/8474e0e7f58645d8914338b699497a3b/453694b_cnode_modem_embed_inm.pdf']}"
https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/modems/compact-modem-and-transponder/,cNODE - Modem Explorer,,"{'Brochure': ['~/link/349428ca632f4f61922083bee798e1e7.aspx'], 'Data sheet': ['/globalassets/maritime/km-products/product-documents/cnode-modem-explorer/'], 'Manual': ['/globalassets/maritime/km-products/product-documents/cnode-modem-explorer-instruction-manual/']}"
https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/modems/cnode---modem-mantis/,cNode - Modem Mantis,https://www.kongsberg.com/contentassets/35803c378c20453e86355c82ea7b84e7/494054a-cnode-mantis-data-sheet.pdf,{'Data sheet': ['/contentassets/35803c378c20453e86355c82ea7b84e7/494054a-cnode-mantis-data-sheet.pdf']}
https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/modems/cnode-minis/,cNODE - Modem MiniS,https://www.kongsberg.com/contentassets/1de6d234d15c4a31a1b4387a05e5a2bb/405264-subsea-construction.pdf,"{'Brochure': ['~/link/349428ca632f4f61922083bee798e1e7.aspx', '/contentassets/1de6d234d15c4a31a1b4387a05e5a2bb/405264-subsea-construction.pdf'], 'Data sheet': ['/globalassets/maritime/km-products/documents/425498c_cnode_modem_minis_datasheet.pdf'], 'Manual': ['/contentassets/6d263d6b2f6e4d7e971c051fd1d251ce/425668c-cnode-modem-minis-mf-inm.pdf', '/contentassets/6d263d6b2f6e4d7e971c051fd1d251ce/110-0000612a-cnode-modem-minis-lf-inm.pdf'], 'Safety data sheet': ['/contentassets/5764b7798b00468e88c36f07d945df33/402292-cnode-minis-battery-safety.pdf'], 'Software release note': ['/contentassets/34931338a5c1406fb74376b84c2a8506/445192c-software-release-note-cnode-modem-minis-mf.pdf']}"
https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/cnode-transponders-for-hipap-and-uPAP/cNODE-Embed/,"cNODE - Transponder, Embedable",,"{'Data sheet': ['/globalassets/maritime/km-products/product-documents/cnode-embed---transponder-electronic-module/'], 'Manual': ['/contentassets/ffebb99478c0421291541ed4fea7bff9/429468b_cnode_embed_inm.pdf', '/contentassets/ffebb99478c0421291541ed4fea7bff9/431015a_cnode_embed_qrg.pdf']}"
https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/cnode-transponders-for-hipap-and-uPAP/cNODE-Exd/,"cNODE - Transponder, for explosive atmosphere",https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/405264-subsea-construction.pdf,"{'Brochure': ['~/link/349428ca632f4f61922083bee798e1e7.aspx', '/globalassets/maritime/km-products/product-documents/405264-subsea-construction.pdf'], 'Data sheet': ['/globalassets/maritime/km-products/product-documents/cnode-maxi-31-exd/'], 'Manual': ['/contentassets/733bb34cd3fc4de29c45e9e6603fb216/390755g_cnode_maxi-31_ex_d.pdf'], 'Safety data sheet': ['/contentassets/cecc0bc23866454f8f8586ed6576ede4/454603_cnode_maxi_midi_safety_data_sheet.pdf'], 'Software release note': ['/maritime/support/document-and-downloads/software-downloads/']}"
https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/cnode-transponders-for-hipap-and-uPAP/cnode-explorer---transponder/,cNODE Explorer - Transponder,,{'Manual': ['/contentassets/c53798f980e143728356ea237560b3bb/461378a-cnode-explorer-inm.pdf']}
https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/cnode-transponders-for-hipap-and-uPAP/cNODE-IQAM/,cNODE IQAM - Intelligent data analysis and monitoring,,"{'Brochure': ['~/link/349428ca632f4f61922083bee798e1e7.aspx'], 'Data sheet': ['/globalassets/maritime/km-products/product-documents/cnode-iqam---intelligent-data-analysis-and-monitoring/']}"
https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/cnode-transponders-for-hipap-and-uPAP/cNODE-Maxi/,cNODE Maxi - Transponder,,"{'Data sheet': ['/globalassets/maritime/km-products/product-documents/cnode-maxi-and-midi-transponders---medium-frequency-4000m/', '/globalassets/maritime/km-products/product-documents/cnode-gyro-endcap-module/', '/globalassets/maritime/km-products/product-documents/cnode-sound-velocity-pressure-and-inclinometer-sensor-module/'], 'Brochure': ['/globalassets/maritime/km-products/product-documents/405264-subsea-construction.pdf'], 'Reference guide': ['/contentassets/351d6054ff5b45d0b7e97d95f8da1c81/454364a_cnode_maxi_midi_qrg.pdf'], 'Manual': ['/globalassets/maritime/km-products/product-documents/cnode-maxi-and-midi-transponder---low-frequency-instruction-manual/', '/contentassets/ad887598630d450cbf61739092ef432e/322217h-cnode-maxi-midi-mf-inm.pdf', '/globalassets/maritime/km-products/product-documents/390909-cnode-with-compass-inm.pdf'], 'Information letter': ['/globalassets/maritime/km-products/product-documents/373044_cnode_software_update_battery_lifetime_estimation_info_letter.pdf', '/globalassets/maritime/km-products/product-documents/372212_cnode_maxi_battery_lifetime_estimation_tech_note.pdf', '/globalassets/maritime/km-products/product-documents/369828_improvement_cnode_release_mech_info_letter.pdf', '/globalassets/maritime/km-products/product-documents/365162_cnode_maxi_midi_mini_tp_chassis_utb.pdf', '/globalassets/maritime/km-products/product-documents/370192_procedure_cnode_release_mech_tech_bulletin.pdf', '/globalassets/maritime/km-products/product-documents/356407_utb_jumper_settings_for_cnode_qrg.pdf'], 'Safety data sheet': ['/contentassets/a5005ba51b5d45ae844da8ddd63b91ad/454603_cnode_maxi_midi_safety_data_sheet.pdf', '/globalassets/maritime/documents/certificates/product/battery-transportation-information/319554---lithium-batt.-pack-cnode-maxi-battery-test-summary.pdf', '/contentassets/a5005ba51b5d45ae844da8ddd63b91ad/467031a_cnode_maxi_alkaline_safety_datasheet.pdf'], 'Software release note': ['/contentassets/893b40e87ae7459f916d3b5ead045a71/386847_d_cnode_sw_rel_note.pdf']}"
https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/cnode-transponders-for-hipap-and-uPAP/cNODE-Micro/,cNODE Micro - Transponder,https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/405264-subsea-construction.pdf,"{'Brochure': ['~/link/349428ca632f4f61922083bee798e1e7.aspx', '/globalassets/maritime/km-products/product-documents/405264-subsea-construction.pdf'], 'Data sheet': ['/contentassets/8cc479c87025451288686c14a0dad04c/435239d-cnode-micro-battery-safety.pdf', '/globalassets/maritime/km-products/product-documents/cnode-micro-transponder/'], 'Manual': ['/contentassets/ae0d71667ba74ad0970310859296298d/426351c-cnode-micro-inm.pdf'], 'Reference guide': ['/contentassets/aa1b1142480045a2a2f99d21588286aa/450393b_cnode_micro_qrg.pdf'], 'Software release note': ['/contentassets/0e9b92eaa6c94c17b87888b5e2149442/445340b-software-release-note-cnode-micro.pdf']}"
https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/cnode-transponders-for-hipap-and-uPAP/cNODE-Midi/,cNODE Midi - Transponder,https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/405264-subsea-construction.pdf,"{'Brochure': ['~/link/349428ca632f4f61922083bee798e1e7.aspx', '/globalassets/maritime/km-products/product-documents/405264-subsea-construction.pdf'], 'Data sheet': ['/globalassets/maritime/km-products/product-documents/cnode-gyro-endcap-module/', '/globalassets/maritime/km-products/product-documents/cnode-maxi-and-midi-transponders---medium-frequency-4000m/', '/globalassets/maritime/km-products/product-documents/cnode-sound-velocity-pressure-and-inclinometer-sensor-module/'], 'Reference guide': ['/globalassets/maritime/km-products/product-documents/454364_cnode_maxi_midi_qrg.pdf'], 'Manual': ['/globalassets/maritime/km-products/product-documents/cnode-maxi-and-midi-transponder---low-frequency-instruction-manual/', '/globalassets/maritime/km-products/product-documents/322217g_cnode_maxi_midi_mf_inm.pdf'], 'Information letter': ['/globalassets/maritime/km-products/product-documents/373044_cnode_software_update_battery_lifetime_estimation_info_letter.pdf', '/globalassets/maritime/km-products/product-documents/372212_cnode_maxi_battery_lifetime_estimation_tech_note.pdf', '/globalassets/maritime/km-products/product-documents/369828_improvement_cnode_release_mech_info_letter.pdf', '/globalassets/maritime/km-products/product-documents/365162_cnode_maxi_midi_mini_tp_chassis_utb.pdf', '/globalassets/maritime/km-products/product-documents/370192_procedure_cnode_release_mech_tech_bulletin.pdf', '/globalassets/maritime/km-products/product-documents/356407_utb_jumper_settings_for_cnode_qrg.pdf'], 'Safety data sheet': ['/contentassets/b93eaf1873f34cb8b553ff52f3ab5ad2/454603_cnode_maxi_midi_safety_data_sheet.pdf'], 'Software release note': ['/contentassets/3d504ce6dcb748d9aca4c00070c8739c/386847_d_cnode_sw_rel_note.pdf']}"
https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/cnode-transponders-for-hipap-and-uPAP/transponder-mini/,cNODE Mini - Transponder,https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/405264-subsea-construction.pdf,"{'Brochure': ['~/link/349428ca632f4f61922083bee798e1e7.aspx', '/globalassets/maritime/km-products/product-documents/405264-subsea-construction.pdf'], 'Data sheet': ['/contentassets/d46aa1b46c7c495eacd1c70f4f768087/378499-cnode-mini-prod-spec.pdf'], 'Information letter': ['/globalassets/maritime/km-products/product-documents/365162_cnode_maxi_midi_mini_tp_chassis_utb.pdf', '/globalassets/maritime/km-products/product-documents/356407_utb_jumper_settings_for_cnode_qrg.pdf'], 'Manual': ['/globalassets/maritime/km-products/product-documents/411144-cnode-mini-lf-inm.pdf', '/globalassets/maritime/km-products/product-documents/331869_cnode_mini_instruction_manual.pdf'], 'Software release note': ['/contentassets/c057b20a5e9d4956ad2007a78fdf643e/386847_d_cnode_sw_rel_note.pdf']}"
https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/cnode-transponders-for-hipap-and-uPAP/cNODE-MiniS/,cNODE MiniS - Transponder,"https://www.kongsberg.com/contentassets/3430e6ff5b7348c884fff37922f5aa63/407452f-cnode-minis-datasheet.pdf, https://www.kongsberg.com/contentassets/3430e6ff5b7348c884fff37922f5aa63/469265a-cnode-minis-p-datasheet.pdf, https://www.kongsberg.com/contentassets/3430e6ff5b7348c884fff37922f5aa63/467422a-cnode-minis-s-datasheet.pdf, https://www.kongsberg.com/contentassets/3430e6ff5b7348c884fff37922f5aa63/490531_a-cnode-minis-1.11-50v-datasheet.pdf","{'Data sheets': ['/contentassets/3430e6ff5b7348c884fff37922f5aa63/407452f-cnode-minis-datasheet.pdf', '/contentassets/3430e6ff5b7348c884fff37922f5aa63/469265a-cnode-minis-p-datasheet.pdf', '/contentassets/3430e6ff5b7348c884fff37922f5aa63/467422a-cnode-minis-s-datasheet.pdf', '/contentassets/3430e6ff5b7348c884fff37922f5aa63/490531_a-cnode-minis-1.11-50v-datasheet.pdf'], 'Brochures': ['~/link/349428ca632f4f61922083bee798e1e7.aspx', '/globalassets/maritime/km-products/product-documents/405264-subsea-construction.pdf'], 'Information letter': ['/globalassets/maritime/km-products/product-documents/410489-minis-information-letter.pdf'], 'Manuals': ['/contentassets/7015b2731e124fa096b0526c538a55e2/436538b_cnode_minis_1.11-50v_ti_inm.pdf', '/contentassets/7015b2731e124fa096b0526c538a55e2/458122b-cnode-minis-lf-inm.pdf', '/contentassets/7015b2731e124fa096b0526c538a55e2/397152e_cnode_minis_inm.pdf'], 'Reference guide': ['/contentassets/412b753f6015412bac1c7a544e2770ff/446008d_cnode_minis_qrg.pdf'], 'Safety data sheet': ['/contentassets/42642ab4a7a54634810fab7963838c44/402292g-cnode-minis-battery-safety.pdf'], 'Software release notes': ['/contentassets/bb8bfe57cc4c42b2a4bfdc826b6e9981/448100c-software-release-note-cnode-minis-mf.pdf', '/contentassets/579601a0858d4901be08d06711a36a44/469573b-software-release-note-cnode-minis-lf.pdf']}"
https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/core/,Core,https://www.kongsberg.com/contentassets/1dfb2762fb3f43749e0333e48174a49f/datasheet_blueinsight.pdf,{'DATA SHEET': ['/contentassets/1dfb2762fb3f43749e0333e48174a49f/datasheet_blueinsight.pdf']}
https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/cPAP/,cPAP - ROV positioning in Long Base Line transponder array,https://www.kongsberg.com/contentassets/57a857b841ea412b935571193488b6c7/405264-subsea-construction.pdf,"{'Brochure': ['/contentassets/57a857b841ea412b935571193488b6c7/405264-subsea-construction.pdf'], 'Data sheet': ['/contentassets/02b1e7fdc9724b4d83eab94c01953760/470493a-cpap-mk-ii-datasheet.pdf'], 'Manual': ['/contentassets/35f7acaa25ff472eb29fe68a986ef226/451992a_cpap_mkii_qrg.pdf', '/contentassets/35f7acaa25ff472eb29fe68a986ef226/447979a_cpap_inm.pdf', '/globalassets/maritime/km-products/product-documents/cpap-subsea-transceiver-instruction-manual/'], 'Software release note': ['/globalassets/maritime/km-products/product-documents/450886_cpap_mkii_sw_rel_note.pdf', '/globalassets/maritime/snr-files/cpap/481859a-cpap-mk-ii-lf-software-release-note.pdf', '/globalassets/maritime/km-products/product-documents/386861_cpap_sw_release_note.pdf']}"
https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/support-cpap-portable-tranceivers/,cPAP Portable tranceivers,https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/405264-subsea-construction.pdf,"{'Brochure': ['/globalassets/maritime/km-products/product-documents/405264-subsea-construction.pdf'], 'Manual': ['/globalassets/maritime/km-products/product-documents/374876_cpap_30_cpap_10_portable_inm.pdf']}"
https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/data-forwarder/,Data forwarder,https://www.kongsberg.com/contentassets/688f970054854477a22ca6e844eaed11/datasheet_blueinsight.pdf,{'DATA SHEET': ['/contentassets/688f970054854477a22ca6e844eaed11/datasheet_blueinsight.pdf']}
https://www.kongsberg.com/maritime/products/onshore/onshore-systems/dgps-dgnss-reference-and-monitoring-stations/,DGPS / DGNSS reference and monitoring stations,"https://www.kongsberg.com/contentassets/bb1c51497aac427ead65bcd68a658b3e/productsheet_dgnss_cm.pdf, https://www.kongsberg.com/contentassets/bb1c51497aac427ead65bcd68a658b3e/datasheet_drs-ims_500.pdf","{'Data- and product sheets': ['/contentassets/bb1c51497aac427ead65bcd68a658b3e/productsheet_dgnss_cm.pdf', '/contentassets/bb1c51497aac427ead65bcd68a658b3e/datasheet_drs-ims_500.pdf']}"
https://www.kongsberg.com/maritime/products/marine-robotics/underwater-vehicle-instruments/single-beam-scanning-sonars/domed-scanning-sonar/,Domed Scanning Sonar,,"{'Application note': ['/globalassets/maritime/km-products/product-documents/low-cost-search-amp-recovery-scanning-sonar-system/'], 'Brochure': ['~/link/349428ca632f4f61922083bee798e1e7.aspx'], 'Related publications': ['https://www.mesotech.online/domed_sonar/documents.htm'], 'Software Download': ['~/link/0bd2bfacc7204005b8e2f1552bf3adae.aspx']}"
https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/DAS/,Dual Axis Scanning Sonar ,https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/das-system-dual-axis-scanning-sonar.pdf,"{'Brochure': ['~/link/349428ca632f4f61922083bee798e1e7.aspx', '/globalassets/maritime/km-products/product-documents/das-system-dual-axis-scanning-sonar.pdf'], 'Related Publications': ['https://www.mesotech.online/dual_axis_sonar/documents.htm']}"
https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/EA440/,EA440 - shallow and medium waters,"https://www.kongsberg.com/contentassets/fa9cd40ee299462dbda53e5e12f73de2/323029e-ea440-datasheet.pdf, https://www.kongsberg.com/contentassets/fa9cd40ee299462dbda53e5e12f73de2/418374d-ea440-splashproof-datasheet.pdf, https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/ea440-wide-band-hydrographic-echo-sounder-de.pdf, https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/sonar-mosaic_datasheet_en.pdf, https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/sonar-mosaic_datasheet_de.pdf","{'Software': ['https://www.kongsberg.online/ea440/sw/ea440_setup.zip', 'https://www.kongsberg.online/ea440/sw/ea440_19_1_4_setup.zip', 'https://www.kongsberg.online/ea440/swrn/ea440_swrn_current_en_a4.pdf'], 'Data sheets': ['/contentassets/fa9cd40ee299462dbda53e5e12f73de2/323029e-ea440-datasheet.pdf', '/contentassets/fa9cd40ee299462dbda53e5e12f73de2/418374d-ea440-splashproof-datasheet.pdf', '/globalassets/maritime/km-products/product-documents/ea440-wide-band-hydrographic-echo-sounder-de.pdf', '/globalassets/maritime/km-products/product-documents/sonar-mosaic_datasheet_en.pdf', '/globalassets/maritime/km-products/product-documents/sonar-mosaic_datasheet_de.pdf'], 'Application notes': ['/contentassets/1d9f652b0f344359b51dbd8ff3eba350/459252b-ea440-hydrophone-application-note.pdf', '/contentassets/66f63c420ee5455aa6632654c4a9a37f/463776b-ea440-sub-bottom-application-note.pdf', '/contentassets/1d9f652b0f344359b51dbd8ff3eba350/463775a-ea440-sidescan-application-note.pdf', '/contentassets/1d9f652b0f344359b51dbd8ff3eba350/463774a-ea440-all-in-one-application-note.pdf', '/contentassets/1d9f652b0f344359b51dbd8ff3eba350/463777a-ea440-vertical-depth-application-note.pdf'], 'User manuals': ['https://www.kongsberg.online/ea440/ref/ea440_ref_en_a4.pdf', 'https://www.kongsberg.online/ea440/ref_en/default.htm', 'https://www.kongsberg.online/ea440/ins/ea440_ins_en_a4.pdf', 'https://www.kongsberg.online/ea440/ins/ea440_qins_en_a4.pdf', 'https://www.kongsberg.online/ea440/ins/ea440sp_qins_en_a4.pdf'], 'Product description': ['/globalassets/maritime/km-products/product-documents/ea440-wide-band-hydrographic-echo-sounder-10---500khz/']}"
https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/ea640/,EA640 - full ocean depths,https://www.kongsberg.com/contentassets/3fa11659a3d3438586f6349d5b122f0c/407202c-ea640-datasheet.pdf,"{'Software': ['https://www.kongsberg.online/ea640/sw/ea640_setup.zip', 'https://www.kongsberg.online/ea640/swrn/ea640_swrn_current_en_a4.pdf'], 'Data sheet': ['/contentassets/3fa11659a3d3438586f6349d5b122f0c/407202c-ea640-datasheet.pdf'], 'User manuals': ['https://www.kongsberg.online/ea640/ref/ea640_ref_en_a4.pdf', 'https://www.kongsberg.online/ea640/ref_en/default.htm', 'https://www.kongsberg.online/ea640/ins/ea640_ins_en_a4.pdf', 'https://www.kongsberg.online/ea640/ins/ea640_qins_en_a4.pdf']}"
https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/echosounder-sweep-system/,"Echo sounder sweep system, MCU",,"{'Data sheet': ['/globalassets/maritime/km-products/product-documents/ea-mcu---flachenecholot/', '/globalassets/maritime/km-products/product-documents/single-beam-echo-sounder-sweep-system_ea-mcu/', '/globalassets/maritime/km-products/product-documents/single-beam-operator-station-hydrographic-operator-station/'], 'Datenblatt': ['/globalassets/maritime/km-products/product-documents/ea440-wide-band-hydrographic-echo-sounder-de.pdf'], 'Reference guide': ['/globalassets/maritime/km-products/product-documents/ea-rds-single-beam-echo-sounder/']}"
https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/ekmp/,EK Mission Planner,,"{'Stay in touch for product information and software updates': ['http://www.facebook.com/Simrad', 'https://www.twitter.com/simrad', 'https://www.linkedin.com/company/simrad']}"
