Unnamed: 0,Product_Name,Product category,Application / use ,url,new_tags,filter_tags,product_tags,image_url,is_software,Unnamed: 10,Unnamed: 11
10.0,cNODE Explorer - Transponder,Underwater navigation & positioning," Multibeam Echo Sounders, Multibeam Sonar, Side Scan Sonars, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/cnode-transponders-for-hipap-and-uPAP/cnode-explorer---transponder/,"{""tags"": [""underwater positioning"", ""acoustic transponder"", ""wideband signaling"", ""FSK signaling"", ""telemetry capability""]}","{
    ""Product Type"": [
        ""transponder"",
        ""Autonomous Echo Sounders Programming"",
        ""marine survey equipment"",
        ""Software""
    ],
    ""Technology"": [
        ""acoustic communication"",
        ""3D sonar sensing"",
        ""sensor fusion"",
        ""machine learning""
    ],
    ""Application"": [
        ""underwater_navigation"",
        ""marine research"",
        ""Data Management"",
        ""environmental monitoring""
    ]
}","{
    ""tags"": ""transponder, acoustic communication, underwater_navigation, marine research""
}","https://www.kongsberg.com/contentassets/b8a5b651ef0944b990f0b530509829d4/cnode-modem-explorer-700x225.jpg?width=500&rxy=0.5,0.5",False,,
11.0,APOS Survey - Surveyor's independent Operator Station for HiPAP,Underwater navigation & positioning," Multibeam Sonar, High-Resolution Sonar, Sonar Heads, Scanning Sonar, Sub-bottom Profilers",https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/apos-survey---surveyors-independent-operator-station-for-hipap/,"{
  ""tags"": [""subsea survey software"", ""HiPAP integration"", ""vessel position calculation"", ""acoustic positioning system"", ""geodetic library""]
}","{
    ""Product Type"": [
        ""transponder"",
        ""Autonomous Echo Sounders Programming"",
        ""marine survey equipment"",
        ""Software""
    ],
    ""Technology"": [
        ""acoustic communication"",
        ""3D sonar sensing"",
        ""sensor fusion"",
        ""machine learning""
    ],
    ""Application"": [
        ""underwater_navigation"",
        ""marine research"",
        ""Data Management"",
        ""environmental monitoring""
    ]
}","{
    ""tags"": ""transponder, marine survey equipment, acoustic communication, underwater_navigation, marine research, Data Management""
}","https://www.kongsberg.com/contentassets/f1b704ed2cbd465fa634747480050111/apos-screen-700x346.jpg?width=500&rxy=0.5,0.5",True,,
12.0,Sensor Fusion,Cloud solution," Data Analytics Platforms, Cloud-Based Data Management, Remote Monitoring Solutions, Survey Equipment, Data Printing",https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/sensor-fusion/,"{""tags"": [""data integration"", ""real-time visualization"", ""cloud data distribution"", ""marine sensor interface"", ""environmental monitoring""]}","{
    ""Product Type"": [
        ""transponder"",
        ""Autonomous Echo Sounders Programming"",
        ""marine survey equipment"",
        ""Software""
    ],
    ""Technology"": [
        ""acoustic communication"",
        ""3D sonar sensing"",
        ""sensor fusion"",
        ""machine learning""
    ],
    ""Application"": [
        ""underwater_navigation"",
        ""marine research"",
        ""Data Management"",
        ""environmental monitoring""
    ]
}","{
  ""tags"": ""sensor fusion,Data Management""
}","https://www.kongsberg.com/contentassets/fde484dd9f774093a0199bb61c967cc9/blue_insight_illustration_webheader.jpg?width=1500&rxy=0.5,0.5",True,,
13.0,Data forwarder,Cloud solution," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/data-forwarder/,"{""tags"": [""cloud data conversion"", ""data sharing"", ""automated data forwarding"", ""ecosystem data integration"", ""B2B cloud integration""]}","{
    ""Product Type"": [
        ""transponder"",
        ""Autonomous Echo Sounders Programming"",
        ""marine survey equipment"",
        ""Software""
    ],
    ""Technology"": [
        ""acoustic communication"",
        ""3D sonar sensing"",
        ""sensor fusion"",
        ""machine learning""
    ],
    ""Application"": [
        ""underwater_navigation"",
        ""marine research"",
        ""Data Management"",
        ""environmental monitoring""
    ]
}","{
    ""tags"": ""transponder, Software, acoustic communication, Data Management""
}","https://www.kongsberg.com/contentassets/3c6c2d9d8d384e89adba6af22a792593/blue_insight_illustration_webheader.jpg?width=1500&rxy=0.5,0.5",True,,
14.0,Sensor remote,Cloud solution," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/sensor-remote/,"{""tags"": [""remote sensor control"", ""web interface"", ""cloud integration"", ""data visualization"", ""marine technology""]}","{
    ""Product Type"": [
        ""transponder"",
        ""Autonomous Echo Sounders Programming"",
        ""marine survey equipment"",
        ""Software""
    ],
    ""Technology"": [
        ""acoustic communication"",
        ""3D sonar sensing"",
        ""sensor fusion"",
        ""machine learning""
    ],
    ""Application"": [
        ""underwater_navigation"",
        ""marine research"",
        ""Data Management"",
        ""environmental monitoring""
    ]
}","{
  ""tags"": ""transponder, acoustic communication, sensor fusion, underwater_navigation, marine research, environmental monitoring""
}","https://www.kongsberg.com/contentassets/86a9177bf6504de7ac77f4726baa03ad/blue_insight_illustration_webheader.jpg?width=1500&rxy=0.5,0.5",True,,
15.0,Analytics,Cloud solution," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/analytics/,"{
  ""tags"": [""data analysis"", ""machine learning"", ""ocean data"", ""automated classification"", ""remote deployment""]
}","{
    ""Product Type"": [
        ""transponder"",
        ""Autonomous Echo Sounders Programming"",
        ""marine survey equipment"",
        ""Software""
    ],
    ""Technology"": [
        ""acoustic communication"",
        ""3D sonar sensing"",
        ""sensor fusion"",
        ""machine learning""
    ],
    ""Application"": [
        ""underwater_navigation"",
        ""marine research"",
        ""Data Management"",
        ""environmental monitoring""
    ]
}","{
    ""tags"": ""Software, machine learning, Data Management""
}","https://www.kongsberg.com/contentassets/b26de616851340b1a38ba5a296e083fe/blue_insight_illustration_1601x674.jpg?width=1500&rxy=0.5,0.5",True,,
16.0,Core,Cloud solution," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/core/,"{""tags"": [""IoT Integration"", ""Data Management"", ""Cloud Computing"", ""Cyber Security"", ""Visualization Tools""]}","{
    ""Product Type"": [
        ""transponder"",
        ""Autonomous Echo Sounders Programming"",
        ""marine survey equipment"",
        ""Software""
    ],
    ""Technology"": [
        ""acoustic communication"",
        ""3D sonar sensing"",
        ""sensor fusion"",
        ""machine learning""
    ],
    ""Application"": [
        ""underwater_navigation"",
        ""marine research"",
        ""Data Management"",
        ""environmental monitoring""
    ]
}","{
    ""Selected Tags"": ""transponder, acoustic communication, underwater_navigation""
}","https://www.kongsberg.com/contentassets/6ef498b8d5c34185bb16baa0b782e05f/blue_insight_illustration_webheader.jpg?width=1500&rxy=0.5,0.5",True,,
18.0,Helideck Monitoring System,Surveilance & monitoring," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/vessel-reference-systems/motion-and-heading-sensors/helideck-monitoring-system/,"{""tags"": [""MRU"", ""Marine Navigation"", ""Weather Data Acquisition"", ""Motion Sensing"", ""CAAi Approved""]}","{
    ""Product Type"": [
        ""transponder"",
        ""Autonomous Echo Sounders Programming"",
        ""marine survey equipment"",
        ""Software""
    ],
    ""Technology"": [
        ""acoustic communication"",
        ""3D sonar sensing"",
        ""sensor fusion"",
        ""machine learning""
    ],
    ""Application"": [
        ""underwater_navigation"",
        ""marine research"",
        ""Data Management"",
        ""environmental monitoring""
    ]
}","{
    ""tags"": ""marine survey equipment, sensor fusion, Data Management, environmental monitoring""
}","https://www.kongsberg.com/contentassets/9c25e9803d294f3f883e8ff4dc2005ab/top-banner_hms_1348x605_nogrid.jpg?width=1500&rxy=0.5,0.5",False,,
19.0,Motion Reference Unit,Inertial solutions," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/vessel-reference-systems/motion-and-heading-sensors/mru/,"{""tags"": [""marine technology"", ""motion sensor"", ""attitude determination"", ""dynamic environment"", ""MEMS gyroscopes""]}","{
    ""Product Type"": [
        ""transponder"",
        ""Autonomous Echo Sounders Programming"",
        ""marine survey equipment"",
        ""Software""
    ],
    ""Technology"": [
        ""acoustic communication"",
        ""3D sonar sensing"",
        ""sensor fusion"",
        ""machine learning""
    ],
    ""Application"": [
        ""underwater_navigation"",
        ""marine research"",
        ""Data Management"",
        ""environmental monitoring""
    ]
}","{
    ""tags"": ""marine survey equipment, sensor fusion, underwater_navigation, Data Management""
}","https://www.kongsberg.com/contentassets/558a9f6ec74f4940be431a884a48e8b3/mru_family.jpg?width=1500&rxy=0.5,0.5",False,,
24.0,"Autonomous Underwater Vehicle, HUGIN","Seafloor mapping,Surveilance & monitoring, naval, Geophysical survey"," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-hugin/,"{""tags"": [""AUV"", ""underwater exploration"", ""sonar technology"", ""marine survey"", ""remote operation""]}","{
    ""Product Type"": [
        ""transponder"",
        ""Autonomous Echo Sounders Programming"",
        ""marine survey equipment"",
        ""Software""
    ],
    ""Technology"": [
        ""acoustic communication"",
        ""3D sonar sensing"",
        ""sensor fusion"",
        ""machine learning""
    ],
    ""Application"": [
        ""underwater_navigation"",
        ""marine research"",
        ""Data Management"",
        ""environmental monitoring""
    ]
}","{
    ""tags"": ""Autonomous Echo Sounders Programming, acoustic communication, 3D sonar sensing, sensor fusion, machine learning, underwater_navigation, marine research, environmental monitoring""
}","https://www.kongsberg.com/contentassets/4fd118849fb24dfbb271f4d9b82759e6/cimg2511_small.tif?width=1500&rxy=0.5,0.5&format=JPEG",False,,
27.0,"Autonomous Underwater Vehicle, HUGIN Superior","Seafloor mapping, Surveilance & monitoring, naval, Geophysical survey"," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-hugin-superior/,"{""tags"": [""autonomous underwater vehicle"", ""marine survey equipment"", ""seabed imaging"", ""underwater navigation technology"", ""environmental monitoring""]}","{
    ""Product Type"": [
        ""transponder"",
        ""Autonomous Echo Sounders Programming"",
        ""marine survey equipment"",
        ""Software""
    ],
    ""Technology"": [
        ""acoustic communication"",
        ""3D sonar sensing"",
        ""sensor fusion"",
        ""machine learning""
    ],
    ""Application"": [
        ""underwater_navigation"",
        ""marine research"",
        ""Data Management"",
        ""environmental monitoring""
    ]
}","{
    ""tags"": ""transponder, Autonomous Echo Sounders Programming, marine survey equipment, acoustic communication, 3D sonar sensing, sensor fusion, machine learning, underwater_navigation, marine research, Data Management, environmental monitoring""
}","https://www.kongsberg.com/contentassets/6d7d17856ed64a3c855e65497ceb55e1/hugin_sup_web.png?width=1500&rxy=0.5,0.5",False,,
29.0,"Autonomous Underwater Vehicle, HUGIN Endurance","Seafloor mapping,Surveilance & monitoring, naval, Geophysical survey"," Shallow Water Multibeam, Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/autonomous-underwater-vehicle-hugin-endurance/,"{""tags"": [""underwater robotic technology"", ""autonomous navigation"", ""long-range AUV"", ""low carbon footprint"", ""hydro-acoustic sensors""]}","{
    ""Product Type"": [
        ""transponder"",
        ""Autonomous Echo Sounders Programming"",
        ""marine survey equipment"",
        ""Software""
    ],
    ""Technology"": [
        ""acoustic communication"",
        ""3D sonar sensing"",
        ""sensor fusion"",
        ""machine learning""
    ],
    ""Application"": [
        ""underwater_navigation"",
        ""marine research"",
        ""Data Management"",
        ""environmental monitoring""
    ]
}","{
    ""tags"": ""transponder, Autonomous Echo Sounders Programming, marine survey equipment, acoustic communication, 3D sonar sensing, sensor fusion, machine learning, underwater_navigation, marine research, environmental monitoring""
}","https://www.kongsberg.com/contentassets/0f9369318ccc470e9ba21a7552ecbc08/hugin-endurance_ill_scan_50.jpg?width=1500&rxy=0.5,0.5",False,,
30.0,"Autonomous Underwater Vehicle, HUGIN Edge","Seafloor mapping,Surveilance & monitoring, naval, Geophysical survey"," Shallow Water Multibeam, Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/autonomous-underwater-vehicle-hugin-edge/,"{
  ""tags"": [""autonomous navigation"", ""3D sonar sensing"", ""adaptive mission planning"", ""environmental monitoring"", ""uncrewed surface vehicle compatibility""]
}","{
    ""Product Type"": [
        ""transponder"",
        ""Autonomous Echo Sounders Programming"",
        ""marine survey equipment"",
        ""Software""
    ],
    ""Technology"": [
        ""acoustic communication"",
        ""3D sonar sensing"",
        ""sensor fusion"",
        ""machine learning""
    ],
    ""Application"": [
        ""underwater_navigation"",
        ""marine research"",
        ""Data Management"",
        ""environmental monitoring""
    ]
}","{
    ""Tags"": ""transponder, Autonomous Echo Sounders Programming, marine survey equipment, acoustic communication, 3D sonar sensing, sensor fusion, machine learning, underwater_navigation, marine research, Data Management, environmental monitoring""
}","https://www.kongsberg.com/contentassets/8cf870df24534451afb5f54d171ba2ba/hugin_edge_scan_900x506.png?width=1500&rxy=0.5,0.5",False,,
33.0,EK Mission Planner,Fishery & ocean research," Multibeam Echo Sounders, Multibeam Sonar, Shallow Water Multibeam, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/ekmp/,"{""tags"": [""Autonomous Echo Sounders Programming"", ""Oceanographic Data Collection"", ""Fish Stock Assessment Tool"", ""Acoustic Monitoring Software"", ""Environmental Parameter Setting""]}","{
    ""Product Type"": [
        ""transponder"",
        ""Autonomous Echo Sounders Programming"",
        ""marine survey equipment"",
        ""Software""
    ],
    ""Technology"": [
        ""acoustic communication"",
        ""3D sonar sensing"",
        ""sensor fusion"",
        ""machine learning""
    ],
    ""Application"": [
        ""underwater_navigation"",
        ""marine research"",
        ""Data Management"",
        ""environmental monitoring""
    ]
}","{
    ""tags"": ""Software, Data Management, environmental monitoring""
}","https://www.kongsberg.com/contentassets/d812d1957b0746a18e778d56aeb3aec4/imagez47lp.png?width=750&rxy=0.5,0.5",True,,
34.0,Kongsberg Proximity Assistance,"Surveilance & monitoring,Surface navigation & positioning "," Multibeam Echo Sounders, Multibeam Sonar, Shallow Water Multibeam, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/situational-awareness/proximityview/,"{""tags"": [""marine navigation"", ""docking assistance"", ""vessel positioning"", ""augmented reality display"", ""motion prediction""]}","{
    ""Product Type"": [
        ""transponder"",
        ""Autonomous Echo Sounders Programming"",
        ""marine survey equipment"",
        ""Software""
    ],
    ""Technology"": [
        ""acoustic communication"",
        ""3D sonar sensing"",
        ""sensor fusion"",
        ""machine learning""
    ],
    ""Application"": [
        ""underwater_navigation"",
        ""marine research"",
        ""Data Management"",
        ""environmental monitoring""
    ]
}","{
  ""tags"": ""transponder, acoustic communication, underwater_navigation, marine research, environmental monitoring""
}","https://www.kongsberg.com/contentassets/530bf1381e5d44a092810612d974f782/dock-assist_miami_1920x1080.jpg?width=1500&rxy=0.5,0.5",True,,
35.0,Kongsberg Camera Cluster,"Surveilance & monitoring,Surface navigation & positioning "," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/situational-awareness/kongsberg-camera-cluster/,"{""tags"": [""marine camera system"", ""sensor fusion"", ""situational awareness"", ""optical precision"", ""robust design""]}","{
    ""Product Type"": [
        ""transponder"",
        ""Autonomous Echo Sounders Programming"",
        ""marine survey equipment"",
        ""Software""
    ],
    ""Technology"": [
        ""acoustic communication"",
        ""3D sonar sensing"",
        ""sensor fusion"",
        ""machine learning""
    ],
    ""Application"": [
        ""underwater_navigation"",
        ""marine research"",
        ""Data Management"",
        ""environmental monitoring""
    ]
}","{
  ""tags"": ""marine survey equipment, 3D sonar sensing, underwater_navigation, marine research, environmental monitoring""
}","https://www.kongsberg.com/contentassets/3a9fe501f0af4b82aaf3c945368dbabc/yara_birkeland.jpg?width=1500&rxy=0.5,0.5",False,,
