Unnamed: 0,Product_Name,Product category,Application / use ,url,new_tags,filter_tags,product_tags,image_url,related_products,related_products_url
,Simrad C-All,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/c-all/,"{
  ""tags"": [""echo sounder"", ""multifrequency transducer"", ""fish detection"", ""single-beam"", ""wide band transceiver""]
}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""fish finder, sonar system, underwater navigation, depth measurement""
}",https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png,[],[]
,Simrad C-All,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/simrad-c-all/,"{""tags"": [""multifrequency transducer"", ""fish detection"", ""wide band transceiver"", ""marine technology"", ""sonar equipment""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""Tags"": [""fish finder"", ""echo sounder"", ""fish finding"", ""underwater navigation""]
}",https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png,[],[]
,Simrad C-All,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-c-all/,"{""tags"": [""multi-frequency transducer"", ""echo sounder"", ""fish detection"", ""marine electronics"", ""hull-mounted transducer""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""fish finder, sonar system, underwater navigation, depth measurement""
}",https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png,[],[]
,Simrad C-All,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-c-all/,"{
  ""tags"": [""multifrequency transducer"", ""echo sounder"", ""fish detection"", ""marine equipment"", ""target strength measurement""]
}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""echo sounder, acoustic Doppler, fish finding, underwater navigation""
}",https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png,[],[]
,Simrad C-All,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/c-all/,"{""tags"": [""multi-frequency transducer"", ""fish detection"", ""marine electronics"", ""single-beam echo sounder"", ""wide band transceiver""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""fish finder, sonar system, underwater navigation, depth measurement""
}",https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png,[],[]
,Simrad C-All,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/simrad-c-all/,"{
  ""tags"": [""marine electronics"", ""multifrequency transducer"", ""fish detection"", ""echo sounder"", ""professional fishing equipment""]
}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""fish finder, sonar system, underwater navigation, depth measurement""
}",https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png,[],[]
,Simrad C-All,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-c-all/,"{""tags"": [""multi-frequency transducer"", ""fish detection"", ""marine electronics"", ""single-beam echo sounder"", ""wide band transceiver""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""sonar system, navigation software, underwater navigation, depth measurement""
}",https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png,[],[]
,Simrad C-All,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-c-all/,"{
  ""tags"": [""multifrequency echo sounder"", ""fish detection"", ""long-range sonar"", ""marine equipment"", ""transducer with wide bandwidth""]
}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""fish finder, echo sounder, acoustic Doppler, frequency modulation, narrow beam technology, fish finding, underwater navigation""
}",https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png,[],[]
,Simrad 50-7,Fish finding," Data Analytics Platforms, Cloud-Based Data Management, Remote Monitoring Solutions, Survey Equipment, Data Printing",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-50khz-transducers/simrad-50-7/,"{""tags"": [""transducer"", ""fish finder"", ""50 kHz frequency"", ""hull mounted"", ""marine electronics""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""fish finder, sonar system, underwater navigation, depth measurement""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/50/bm2720a_38khz_250x172-50-7.png,[],[]
,Simrad 50-18,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-50khz-transducers/simrad-50-18/,"{""tags"": [""transducer"", ""navigational echo sounders"", ""hydrographic equipment"", ""50 kHz frequency"", ""underwater sonar""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": [""fish finder"", ""sonar system"", ""acoustic Doppler"", ""narrow beam technology"", ""fish finding"", ""depth measurement""]
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/50/bm2722a_50-18.png,[],[]
,Simrad 50-18POR,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-50khz-transducers/simrad-50-18por/,"{""tags"": [""portable transducer"", ""hydrographic echo sounder"", ""50 kHz frequency"", ""single beam"", ""marine equipment""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""fish finder, sonar system, echo sounder, underwater navigation, depth measurement""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/50/bm2723a_50-18por.png,[],[]
,Simrad 50/200 Combi C,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-50khz-transducers/simrad-50200-combi-c/,"{""tags"": [""marine transducer"", ""dual frequency"", ""hull mount"", ""temperature sensor"", ""fishfinder accessory""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""fish finder, sonar system, frequency modulation, depth measurement""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/50/bm2747a_38_200_combi_c_250x123.png,[],[]
,Simrad 50/200 Combi D,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-50khz-transducers/50_200_combi_d/,"{""tags"": [""marine transducer"", ""dual frequency"", ""hull mount"", ""fish finder"", ""navigation sonar""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""fish finder, sonar system, fish finding, underwater navigation, depth measurement""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/50/bm2747a_38_200_combi_c_250x123.png,[],[]
,Simrad ES70-11,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/simrad-es70-11/,"{""tags"": [""split-beam transducer"", ""fishfinder"", ""marine electronics"", ""70 kHz frequency"", ""deepwater fishing""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""echo sounder, acoustic Doppler, narrow beam technology, depth measurement""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/70-and-es70/bm2704a_es70-11_250x127.png,[],[]
,Simrad ES70-18CD,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/simrad-es70-18cd/,"{""tags"": [""transducer"", ""depth-rated"", ""split-beam"", ""ecosystem monitoring"", ""subsea platform""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""fish finder, echo sounder, narrow beam technology, depth measurement""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/70-and-es70/bm010409_001_011_es70-18cd_250px_web.jpg,[],[]
,Simrad ES70-7C,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/es70_7c/,"{""tags"": [""split-beam transducer"", ""fish detection"", ""through-hull mounting"", ""70 kHz frequency"", ""marine electronics""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""echo sounder, acoustic Doppler, frequency modulation, narrow beam technology, fish finding, underwater navigation, depth measurement""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/70-and-es70/es70-7c-image.png,[],[]
,Simrad ES70-7CD,Fish finding," Scanning Sonar, Underwater Mapping Systems, Acoustic Modems, Multibeam Sonar, Side Scan Sonars",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/simrad-es70-7cd/,"{""tags"": [""depth-rated transducer"", ""split-beam"", ""single fish detection"", ""underwater vehicles"", ""70 kHz frequency""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""fish finder, echo sounder, frequency modulation, depth measurement""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/70-and-es70/es70-7cd-image.png,[],[]
,Simrad 120-25,Fish finding," Portable Hydrographic System, Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-120-25/,"{
  ""tags"": [""transducer"", ""single-beam"", ""deepwater"", ""fishfinder"", ""120kHz""]
}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""fish finder, sonar system, underwater navigation, depth measurement""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/120-and-es120/bm2709a_es120-7_200x285.png,[],[]
,Simrad ES120-7C,Fish finding," Survey Vessel, Multibeam Sonar, Underwater Mapping Systems, Survey Equipment, Remote Monitoring Solutions",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/es120-7c/,"{""tags"": [""split-beam transducer"", ""fishery research"", ""120 kHz frequency"", ""temperature sensor"", ""marine equipment""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""echo sounder, frequency modulation, depth measurement""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/120-and-es120/bm2721a_es120-7c_200x206.png,[],[]
,Simrad ES120-7CD,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-es120-7cd/,"{""tags"": [""split-beam transducer"", ""depth-rated"", ""single fish detection"", ""target strength measurement"", ""underwater vehicle compatible""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""echo sounder, acoustic Doppler, frequency modulation, fish finding, underwater navigation, depth measurement""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/120-and-es120/photoes120-7cd.png,[],[]
,Simrad ES120-7DD,Fish finding," Shallow Water Multibeam, Side Scan Sonars, Portable Hydrographic System, Survey Equipment, Multibeam Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-es120-7dd/,"{
  ""tags"": [""deep water transducer"", ""split-beam"", ""120 kHz frequency"", ""1500m depth rating"", ""fish finder component""]
}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""echo sounder, acoustic Doppler, narrow beam technology, fish finding, trawl monitoring, depth measurement""
}",https://www.kongsberg.com/contentassets/2ec4022eddf44e5aaee007a416ca7939/bm2709a_es120-7_200x285-1.jpg,[],[]
,Simrad ES120-7G,Fish finding," Shallow Water Multibeam, Side Scan Sonars, Multibeam Sonar, Scanning Sonar, Portable Hydrographic System",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-es120-7g/,"{""tags"": [""split-beam transducer"", ""fishfinder"", ""120 kHz frequency"", ""high-power pulse"", ""portable echo sounder""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""fish finder, echo sounder, acoustic Doppler, narrow beam technology, depth measurement""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/120-and-es120/bm2714a_es120-7g_165x223.png,[],[]
,Simrad ES120-18CDK,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/es120-18cdk/,"{""tags"": [""transducer"", ""split-beam"", ""sonar"", ""subsea"", ""wideband""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": [""echo sounder"", ""acoustic Doppler"", ""fish finding"", ""underwater navigation"", ""depth measurement""]
}",https://www.kongsberg.com/contentassets/8c013f45b1d34dc8820cfd9a6e605959/photo1.png,[],[]
,Simrad 200-7C,Fish finding," Shallow Water Multibeam, Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-200-7c/,"{""tags"": [""transducer"", ""echo sounder"", ""200 kHz frequency"", ""marine electronics"", ""high-resolution sonar""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""fish finder, sonar system, echo sounder, underwater navigation, depth measurement""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/200-and-es200/bm2709a_es120-7_200x285.png,[],[]
,Simrad 200-7F,Fish finding," Shallow Water Multibeam, Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-200-7f/,"{""tags"": [""transducer"", ""fish finder"", ""hull mount"", ""200 kHz"", ""hydrographic survey""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""fish finder, sonar system, fish finding, depth measurement""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/200-and-es200/bm2713c_200-7f.png,[],[]
,Simrad 200-7G,Fish finding," Data Analytics Platforms, Cloud-Based Data Management, Remote Monitoring Solutions, Data Synchronization, Data Management",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-200-7g/,"{""tags"": [""single-beam transducer"", ""portable level measurement"", ""200 kHz frequency"", ""echo sounder accessory"", ""marine electronics""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""fish finder, sonar system, depth measurement, underwater navigation""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/200-and-es200/bm2705c_200-7g.png,[],[]
,Simrad ES200-7C,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/es200_7c/,"{""tags"": [""transducer"", ""marine electronics"", ""fish detection"", ""200 kHz frequency"", ""hull-mounted""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""fish finder, echo sounder, acoustic Doppler, frequency modulation, fish finding, trawl monitoring, depth measurement""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/200-and-es200/bm2727a_es200-7c_w200.png,[],[]
,Simrad ES200-7CD,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Shallow Water Multibeam, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-es200-7cd/,"{
  ""tags"": [""split-beam transducer"", ""underwater vehicle sonar"", ""depth-rated"", ""200 kHz frequency"", ""target strength measurement""]
}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""fish finder, echo sounder, acoustic Doppler, frequency modulation, fish finding, depth measurement""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/200-and-es200/es200_7cdk_image3_no_background_400px_72ppi.png,[],[]
,Simrad ES200-7CDK,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Shallow Water Multibeam, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/es200-7cdk/,"{""tags"": [""underwater transducer"", ""depth rating 1500m"", ""depth rating 6000m"", ""autonomous subsea technology"", ""200 kHz frequency""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""echo sounder, acoustic Doppler, frequency modulation, fish finding, trawl monitoring, depth measurement""
}",https://www.kongsberg.com/contentassets/8c013f45b1d34dc8820cfd9a6e605959/photo1.png,[],[]
,Simrad 38/200 Combi W,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Shallow Water Multibeam, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-38200-combi-w/,"{""tags"": [""dual_frequency_transducer"", ""shallow_water_fishing"", ""hull_mounted"", ""discontinued"", ""marine_electronics""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""fish finder, sonar system, echo sounder, frequency modulation, narrow beam technology, fish finding, underwater navigation, depth measurement""
}",https://www.kongsberg.comhttps://www.simrad.net/td_038/38_200_combi_w/photo.gif,[],[]
,Simrad ES333-7C,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/333-khz/simrad-es333-7c/,"{""tags"": [""split-beam transducer"", ""fishery research"", ""sea temperature sensor"", ""333 kHz frequency"", ""7 degrees beamwidth""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": [""echo sounder"", ""narrow beam technology"", ""fish finding"", ""underwater navigation"", ""depth measurement""]
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/200-and-es200/bm2727a_es200-7c_w200.png,[],[]
,Simrad ES333-7CD,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Portable Hydrographic System, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/333-khz/simrad-es333-7cd/,"{""tags"": [""split-beam transducer"", ""underwater acoustics"", ""fish detection"", ""target strength measurement"", ""submersible technology""]}","{
  ""Product Type"": [""fish finder"", ""sonar system"", ""echo sounder"", ""navigation software""],
  ""Technology"": [""acoustic Doppler"", ""frequency modulation"", ""narrow beam technology"", ""temperature sensor""],
  ""Application"": [""fish finding"", ""underwater navigation"", ""trawl monitoring"", ""depth measurement""]
}","{
  ""tags"": ""fish finder, echo sounder, frequency modulation, narrow beam technology, depth measurement""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/200-and-es200/es333-7cd.png,[],[]
