url,Product_Name,Data sheets
https://www.kongsberg.com/maritime/products/commercial-fisheries/trigger-systems/tu40/,Simrad TU40,
https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/simrad-tv80/,Simrad TV80,
https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sub-bottom-profilers2/SBP-120-300/,"Sub-bottom profiler, SBP 120/300",
https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/SAS/,Synthetic Aperture Sonar,
https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/scientific-multibeam-systems/td50/,TD50 3D Visualization Tool,
https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/sci_es_transceivers/,transceivers for scientific echo sounders,
https://www.kongsberg.com/maritime/products/marine-robotics/underwater-vehicle-instruments/1107-series/,Underwater Altimeters - 1107 series,
https://www.kongsberg.com/contentassets/9c7466e11a8d427bb564104e1a0a9f4a/datasheet_mgc_r2.pdf,Gyro Compass and INS MGC R2,
https://www.kongsberg.com/contentassets/9c7466e11a8d427bb564104e1a0a9f4a/110-0029208a_datasheet_mgc_r3gc_jan23.pdf,Gyro Compass for ships / high-speed crafts - MGC R3,
https://www.kongsberg.com/contentassets/9c7466e11a8d427bb564104e1a0a9f4a/110-0029200a_datasheet_mgc_r2gc_jan23.pdf,Gyro Compass for ships / high-speed crafts - MGC R2,
https://www.kongsberg.com/contentassets/9c7466e11a8d427bb564104e1a0a9f4a/datasheet_mgc_r3.pdf,Gyro Compass and INS MGC R3,
https://www.kongsberg.com/contentassets/9c7466e11a8d427bb564104e1a0a9f4a/datasheet_mgc_r4.pdf,Gyro Compass and INS MGC R4,
https://www.kongsberg.com/contentassets/9c7466e11a8d427bb564104e1a0a9f4a/datasheet_mgc_r5.pdf,Gyro Compass and INS MGC R5,
https://www.kongsberg.com/contentassets/9c7466e11a8d427bb564104e1a0a9f4a/datasheet_mgc_r1gc.pdf,Gyro Compass MGC R1,
https://www.kongsberg.com/contentassets/a1b8bf7c95d84236a8089a8a691a0e6d/datasheet_mbr144.pdf,MBR 144,
https://www.kongsberg.com/contentassets/a1b8bf7c95d84236a8089a8a691a0e6d/datasheet_mbr144_oem.pdf,MBR144 OEM,
https://www.kongsberg.com/contentassets/a1b8bf7c95d84236a8089a8a691a0e6d/datasheet_mbr189mk2portable.pdf,MBR 189 Portable,
https://www.kongsberg.com/contentassets/a1b8bf7c95d84236a8089a8a691a0e6d/datasheet_mbr179mk2fcc_aug22.pdf,MBR 179 MK2 FCC,
https://www.kongsberg.com/contentassets/a1b8bf7c95d84236a8089a8a691a0e6d/datasheet_mbr144_personal.pdf,MBR 144 Personal,
https://www.kongsberg.com/contentassets/a1b8bf7c95d84236a8089a8a691a0e6d/datasheet_mbr179mkii.pdf,MBR 179,
https://www.kongsberg.com/contentassets/a1b8bf7c95d84236a8089a8a691a0e6d/datasheet_mbr144fcc_sep22.pdf,MBR 144 FCC,
https://www.kongsberg.com/contentassets/a1b8bf7c95d84236a8089a8a691a0e6d/datasheet_mbr179mk2fccportable_aug22.pdf,MBR 179 MK2 FCC Portable,
https://www.kongsberg.com/contentassets/a1b8bf7c95d84236a8089a8a691a0e6d/datasheet_mbr144_submersible.pdf,MBR 144 Submersible,
https://www.kongsberg.com/contentassets/a1b8bf7c95d84236a8089a8a691a0e6d/datasheet_mbr179mk2portable.pdf,MBR 179 Portable,
https://www.kongsberg.com/contentassets/a1b8bf7c95d84236a8089a8a691a0e6d/datasheet_mbr144fcc_submersible_sep22.pdf,MBR 144 FCC Submersible,
https://www.kongsberg.com/contentassets/a1b8bf7c95d84236a8089a8a691a0e6d/datasheet_mbr189mk2_fcc_aug22.pdf,MBR 189 MK2 FCC,
https://www.kongsberg.com/contentassets/a1b8bf7c95d84236a8089a8a691a0e6d/datasheet_mbr144_uav_jun23.pdf,MBR 144 UAV,
https://www.kongsberg.com/contentassets/a1b8bf7c95d84236a8089a8a691a0e6d/datasheet_mbr189mk2.pdf,MBR 189,
https://www.kongsberg.com/contentassets/a1b8bf7c95d84236a8089a8a691a0e6d/datasheet_mbr144fcc_oem_aug22.pdf,MBR 144 FCC OEM,
https://www.kongsberg.com/contentassets/a1b8bf7c95d84236a8089a8a691a0e6d/datasheet_mbr189mk2fccportable_aug22.pdf,MBR 189 MK2 FCC Portable,
https://www.kongsberg.com/contentassets/5d74ac17037e48d383900f89d4f9557b/482731a-topas-ps120-datasheet.pdf,TOPAS PS 120 Parametric sub-bottom profiler,
https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/topas-ps-18-parametric-sub-bottom-profiler.pdf,TOPAS PS 18 Parametric sub-bottom profiler,
https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/topas-ps-40-parametric-sub-bottom-profiler.pdf,TOPAS PS 40 Parametric sub-bottom profiler,
https://www.kongsberg.com/contentassets/c22a596095db4994a5f26ba216b6b968/110-0017978a_datasheet_seapath380_dec22.pdf," Seapath 380 - utilising GPS, GLONASS, Galileo, Beidou and QZSS",
https://www.kongsberg.com/contentassets/c22a596095db4994a5f26ba216b6b968/110-0017979b_datasheet_seapath380-r_series.pdf,Seapath 380-R,
https://www.kongsberg.com/contentassets/c22a596095db4994a5f26ba216b6b968/110-0034148a_datasheet_seapath130_apr23.pdf,"Seapath 130 series, compact heading, attitude and positioning sensor",
https://www.kongsberg.com/contentassets/c22a596095db4994a5f26ba216b6b968/110-0034144b_datasheet_seapath_130-r.pdf,"Seapath 130-R series, compact heading, attitude and positioning sensor",
https://www.kongsberg.com/contentassets/77678b37b4c94d51bbfd7d8abdf82c73/datasheet_mru2.pdf,MRU 2,
https://www.kongsberg.com/contentassets/77678b37b4c94d51bbfd7d8abdf82c73/datasheet_mrud.pdf,MRU D,
https://www.kongsberg.com/contentassets/77678b37b4c94d51bbfd7d8abdf82c73/datasheet_mru3.pdf,MRU 3,
https://www.kongsberg.com/contentassets/77678b37b4c94d51bbfd7d8abdf82c73/datasheet_mrue.pdf,MRU E,
https://www.kongsberg.com/contentassets/77678b37b4c94d51bbfd7d8abdf82c73/datasheet_mru5.pdf,MRU 5,
https://www.kongsberg.com/contentassets/77678b37b4c94d51bbfd7d8abdf82c73/datasheet_mruh.pdf,MRU H,
https://www.kongsberg.com/contentassets/77678b37b4c94d51bbfd7d8abdf82c73/datasheet_mru5mkii.pdf,MRU 5+ ,
https://www.kongsberg.com/contentassets/77678b37b4c94d51bbfd7d8abdf82c73/datasheet_mrus.pdf,MRU S,
https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/mine-avoidance-and-navigation-sonar-for-submarines-sa9510s/,SA9510S,
https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/mine-and-obstacle-avoidance-sonar-for-surface-vessels-sa9520/,SA9520,
https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/anti-submarine-warefare-sonar-ss-2030/,SS2030 ,
https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/anti-submarine-warfare-sonar-st-2400/,ST2400,
https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/sd9500-dipping-sonar-for-asw-and-volume-survey-in-littoral-waters/,SD9500,
