Product_Name,Product category,url,image_url,product_tags
"Autonomous Underwater Vehicle, HUGIN Endurance",Seafloor mapping,https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/autonomous-underwater-vehicle-hugin-endurance/,"https://www.kongsberg.com/contentassets/0f9369318ccc470e9ba21a7552ecbc08/hugin-endurance_ill_scan_50.jpg?width=1500&rxy=0.5,0.5","AUV, Underwater, HISAS, Advanced Navigation System, Marine Survey, Subsea Mapping"
"Autonomous Underwater Vehicle, HUGIN Endurance",Surveillance & monitoring,https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/autonomous-underwater-vehicle-hugin-endurance/,"https://www.kongsberg.com/contentassets/0f9369318ccc470e9ba21a7552ecbc08/hugin-endurance_ill_scan_50.jpg?width=1500&rxy=0.5,0.5","AUV, Underwater, HISAS, Advanced Navigation System, Marine Survey, Subsea Mapping"
"Autonomous Underwater Vehicle, HUGIN Endurance",Naval,https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/autonomous-underwater-vehicle-hugin-endurance/,"https://www.kongsberg.com/contentassets/0f9369318ccc470e9ba21a7552ecbc08/hugin-endurance_ill_scan_50.jpg?width=1500&rxy=0.5,0.5","AUV, Underwater, HISAS, Advanced Navigation System, Marine Survey, Subsea Mapping"
"Autonomous Underwater Vehicle, HUGIN Endurance",Geophysical survey,https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/autonomous-underwater-vehicle-hugin-endurance/,"https://www.kongsberg.com/contentassets/0f9369318ccc470e9ba21a7552ecbc08/hugin-endurance_ill_scan_50.jpg?width=1500&rxy=0.5,0.5","AUV, Underwater, HISAS, Advanced Navigation System, Marine Survey, Subsea Mapping"
"Autonomous Underwater Vehicle, HUGIN Endurance",Autonomous and uncrewed solutions,https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/autonomous-underwater-vehicle-hugin-endurance/,"https://www.kongsberg.com/contentassets/0f9369318ccc470e9ba21a7552ecbc08/hugin-endurance_ill_scan_50.jpg?width=1500&rxy=0.5,0.5","AUV, Underwater, HISAS, Advanced Navigation System, Marine Survey, Subsea Mapping"
"Autonomous Underwater Vehicle, HUGIN Superior",Seafloor mapping,https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-hugin-superior/,"https://www.kongsberg.com/contentassets/6d7d17856ed64a3c855e65497ceb55e1/hugin_sup_web.png?width=1500&rxy=0.5,0.5","AUV, Underwater, Advanced Navigation System, HISAS, Marine Survey, Subsea Mapping"
"Autonomous Underwater Vehicle, HUGIN Superior",Surveillance & monitoring,https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-hugin-superior/,"https://www.kongsberg.com/contentassets/6d7d17856ed64a3c855e65497ceb55e1/hugin_sup_web.png?width=1500&rxy=0.5,0.5","AUV, Underwater, Advanced Navigation System, HISAS, Marine Survey, Subsea Mapping"
"Autonomous Underwater Vehicle, HUGIN Superior",Naval,https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-hugin-superior/,"https://www.kongsberg.com/contentassets/6d7d17856ed64a3c855e65497ceb55e1/hugin_sup_web.png?width=1500&rxy=0.5,0.5","AUV, Underwater, Advanced Navigation System, HISAS, Marine Survey, Subsea Mapping"
"Autonomous Underwater Vehicle, HUGIN Superior",Geophysical survey,https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-hugin-superior/,"https://www.kongsberg.com/contentassets/6d7d17856ed64a3c855e65497ceb55e1/hugin_sup_web.png?width=1500&rxy=0.5,0.5","AUV, Underwater, Advanced Navigation System, HISAS, Marine Survey, Subsea Mapping"
"Autonomous Underwater Vehicle, HUGIN Superior",Autonomous and uncrewed solutions,https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-hugin-superior/,"https://www.kongsberg.com/contentassets/6d7d17856ed64a3c855e65497ceb55e1/hugin_sup_web.png?width=1500&rxy=0.5,0.5","AUV, Underwater, Advanced Navigation System, HISAS, Marine Survey, Subsea Mapping"
Blue Insight,Cloud solution,https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/,"https://www.kongsberg.com/contentassets/06080f069e294b3f955f820d3142fc61/blue_insight_illustration_webheader.jpg?width=1500&rxy=0.5,0.5","Navigation system, Positioning system, Hydroacoustic Positioning, Acoustic Telemetry, Dynamic Positioning Reference, Underwater Communication"
Blue Insight,Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/,"https://www.kongsberg.com/contentassets/06080f069e294b3f955f820d3142fc61/blue_insight_illustration_webheader.jpg?width=1500&rxy=0.5,0.5","Navigation system, Positioning system, Hydroacoustic Positioning, Acoustic Telemetry, Dynamic Positioning Reference, Underwater Communication"
Core,Cloud solution,https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/core/,"https://www.kongsberg.com/contentassets/6ef498b8d5c34185bb16baa0b782e05f/blue_insight_illustration_webheader.jpg?width=1500&rxy=0.5,0.5","Cloud Storage, Data Management, Cloud-Based, Cyber Security, Data Visualization, Situational Awareness"
DGPS / DGNSS reference and monitoring stations,Surface navigation & positioning,https://www.kongsberg.com/maritime/products/onshore/onshore-systems/dgps-dgnss-reference-and-monitoring-stations/,"https://www.kongsberg.com/contentassets/8039f9fac52648a582303797c701660d/ims500-1020x354.jpg?width=500&rxy=0.5,0.5","GPS receiver, IALA beacon receiver, GNSS infrastructure, Sensor Fusion Compatible, Maritime Navigation, Vessel Tracking"
Data forwarder,Cloud solution,https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/data-forwarder/,"https://www.kongsberg.com/contentassets/3c6c2d9d8d384e89adba6af22a792593/blue_insight_illustration_webheader.jpg?width=1500&rxy=0.5,0.5","Data Management, Industrial IoT, Cloud-Based, Cyber Security, Environmental Monitoring, Situational Awareness"
Domed Scanning Sonar,Surveillance & monitoring,https://www.kongsberg.com/maritime/products/marine-robotics/underwater-vehicle-instruments/single-beam-scanning-sonars/domed-scanning-sonar/,"https://www.kongsberg.com/contentassets/72c65bd3c0da49a5a7b6997b0b3a3051/clariscan-sonar-head-1020x454.jpg?width=500&rxy=0.5,0.5","Acoustic Control System, 3D sonar technology, Marine Survey, Underwater Surveillance, Autonomous Underwater Vehicle, Remote Sensing"
Dual Axis Scanning Sonar ,Surveillance & monitoring,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/DAS/,"https://www.kongsberg.com/contentassets/3dab7f84dfe84cd6b9a251f6087e34a5/das-250x352.jpg?width=750&rxy=0.5,0.5","Acoustic Control System, 3D sonar technology, Marine Survey, Underwater Surveillance, Remote Sensing"
EA440 - shallow and medium waters,Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/EA440/,"https://www.kongsberg.com/contentassets/66f63c420ee5455aa6632654c4a9a37f/ea-survey---illustration---dark_web.jpg?width=750&rxy=0.5,0.5","Multibeam echo sounder, Sub-bottom profiler, High-Resolution Sonar, Side-Scan Sonar, Seafloor Mapping, Subsea Survey"
EA640 - full ocean depths,Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/ea640/,"https://www.kongsberg.com/contentassets/fec920bfb8d84adc9c3d30f034339041/ea640.jpg?width=750&rxy=0.5,0.5","Multibeam echo sounder, Single beam echo sounder, High-Resolution Sonar, Multibeam Echo Sounder, Seafloor Mapping, Subsea Survey"
EK Mission Planner,Fishery & ocean research,https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/ekmp/,"https://www.kongsberg.com/contentassets/d812d1957b0746a18e778d56aeb3aec4/imagez47lp.png?width=750&rxy=0.5,0.5","Oceanographic Instrument, Echo Sounder System, Wideband Technology, Split-Beam Transducer, Environmental Monitoring, Scientific Research"
EK80 Portable,Fish finding,https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/sci_es_transceivers/ek80p/,"https://www.kongsberg.com/globalassets/discovery/simrad/echo-sounders-and-adcp/ek80/ek80-images/bm019513_003_001_ek80p_unit_600px_72ppi_210mm.png?width=750&rxy=0.5,0.5","Echo Sounder System, Oceanographic Instrument, GPS integrated system, Wideband Technology, Environmental Monitoring, Scientific Research"
EK80 Portable,Fishery & ocean research,https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/sci_es_transceivers/ek80p/,"https://www.kongsberg.com/globalassets/discovery/simrad/echo-sounders-and-adcp/ek80/ek80-images/bm019513_003_001_ek80p_unit_600px_72ppi_210mm.png?width=750&rxy=0.5,0.5","Echo Sounder System, Oceanographic Instrument, GPS integrated system, Wideband Technology, Environmental Monitoring, Scientific Research"
EK80 Portable entry,Fish finding,https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/sci_es_transceivers/ek80-portable-entry/,"https://www.kongsberg.com/globalassets/discovery/simrad/echo-sounders-and-adcp/ek80/ek80-images/bm019513_003_001_ek80p_unit_600px_72ppi_210mm.png?width=750&rxy=0.5,0.5","Echo Sounder System, Oceanographic Instrument, Wideband Technology, GPS integrated system, Environmental Monitoring, Scientific Research"
EK80 Portable entry,Fishery & ocean research,https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/sci_es_transceivers/ek80-portable-entry/,"https://www.kongsberg.com/globalassets/discovery/simrad/echo-sounders-and-adcp/ek80/ek80-images/bm019513_003_001_ek80p_unit_600px_72ppi_210mm.png?width=750&rxy=0.5,0.5","Echo Sounder System, Oceanographic Instrument, Wideband Technology, GPS integrated system, Environmental Monitoring, Scientific Research"
EK80 software,Fish finding,https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/ek80software/,"https://www.kongsberg.com/globalassets/discovery/simrad/echo-sounders-and-adcp/ek80/ek80-images/bm010102_101_106_ek80_screen_capture_1000px_web.jpg?width=750&rxy=0.5,0.5","Echo Sounder System, Oceanographic Instrument, Wideband Technology, acoustic Doppler, Fish Stock Assessment, Environmental Monitoring"
EK80 software,Fishery & ocean research,https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/ek80software/,"https://www.kongsberg.com/globalassets/discovery/simrad/echo-sounders-and-adcp/ek80/ek80-images/bm010102_101_106_ek80_screen_capture_1000px_web.jpg?width=750&rxy=0.5,0.5","Echo Sounder System, Oceanographic Instrument, Wideband Technology, acoustic Doppler, Fish Stock Assessment, Environmental Monitoring"
"EM 124 Multibeam echosounder, Max. 11000 m",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-124-multibeam-echosounder-max.-11000-m,"https://www.kongsberg.com/contentassets/b31339013d634e359446e99f285d2b0e/whoi_em124_at5009_pintarift_1921x680.jpg?width=1500&rxy=0.5,0.5","Multibeam echo sounder, High-Resolution Sonar, Seafloor Mapping, Oceanography, Deep Sea Exploration, Subsea Survey"
EM 2040 MKII Multibeam echosounder,Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-2040-multibeam-echosounder-max.-6000-m,"https://www.kongsberg.com/contentassets/896351f6537a46ffa0017c232a5b26aa/em2040_1920x500i.jpg?width=1500&rxy=0.5,0.5","Multibeam echo sounder, High-Resolution Sonar, Seafloor Mapping, Subsea Survey, Oceanography"
EM 2040 PHS Portable Hydrographic System ,Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-2040-phs-portable-hydrographic-system-/,"https://www.kongsberg.com/globalassets/completecompatportable-header21128.jpg?width=500&rxy=0.5,0.5","Multibeam echo sounder, High-Resolution Sonar, Seafloor Mapping, Subsea Survey, Oceanography"
"EM 2040C MKII Multibeam echosounder, Max. 500 m",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-2040c-multibeam-echosounder-max.-500-m,"https://www.kongsberg.com/contentassets/cd134ba6371f4ec6aebdad030a2a03e8/04_em2040c.jpg?width=1500&rxy=0.5,0.5","Multibeam echo sounder, High-Resolution Sonar, Seafloor Mapping"
"EM 2040P MKII Multibeam echosounder, Max. 550 m",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-2040p-mkii-multibeam-echosounder-max.-550-m,"https://www.kongsberg.com/contentassets/e6b2212ea9fc47788379927056cf7c0b/em2040p_falls-of-lora_scottland.jpg?width=1500&rxy=0.5,0.5","Multibeam echo sounder, High-Resolution Sonar, Seafloor Mapping, Subsea Survey, Multibeam Echo Sounder, Oceanography"
EM 304 MKII Multibeam echosounder,Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-304-mkii-multibeam-echosounder/,"https://www.kongsberg.com/contentassets/37b2b502e3d549d6ab66dcd5d551e750/plume-height-800m_25.jpg?width=1500&rxy=0.5,0.5","Multibeam echo sounder, High-Resolution Sonar, Oceanography, Seafloor Mapping, Subsea Survey"
"EM 304 Multibeam echosounder, Max. 8000 m",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-304-multibeam-echosounder-max.-8000-m,"https://www.kongsberg.com/contentassets/60fa3dd22abd45b09b97ff7271302187/plume-height-800m.jpg?width=1500&rxy=0.5,0.5","Multibeam echo sounder, High-Resolution Sonar, Deep Sea Exploration, Seafloor Mapping, Oceanography, Subsea Survey"
"EM 712 Multibeam echosounder, Max. 3600 m",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-712-multibeam-echosounder-max.-3600-m,"https://www.kongsberg.com/contentassets/5a83d273f03d411c83353b6af33fcde9/em-712.jpg?width=1500&rxy=0.5,0.5","Multibeam echo sounder, High-Resolution Sonar, Seafloor Mapping, Oceanography, Subsea Survey"
"Echo sounder sweep system, MCU",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/echosounder-sweep-system/,"https://www.kongsberg.com/contentassets/2db520116efa4bba93ff9a524816cedd/mcu-singlebeam-array-1020x472.jpg?width=1500&rxy=0.5,0.5","Multibeam Echo Sounder, Single beam echo sounder, High-Resolution Sonar, Multibeam Echo Sounder, Seafloor Mapping, Subsea Survey"
Fish farm information transfer system,Fishery & ocean research,https://www.kongsberg.com/maritime/products/commercial-fisheries/aquaculture-monitoring-systems/information-transfer-system/,"https://www.kongsberg.com/contentassets/139de8f5e7ca44a7836d3a3c258f00ed/aqualink.jpg?width=1500&rxy=0.5,0.5","Autonomous Transceiver, Oceanographic Instrument, GPS integrated system, Wideband Technology, Environmental Monitoring, Marine Navigation"
Fish-finding transducers,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysounder/td_fishfinding/,https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/logo-and-bottom-logo-line/simrad_logo_200px.png,"Echosounder Transducer, Transceiver Marine Research, Broadband Sweeps, Dual Frequency, Fish Finding, Hydroacoustic Synchronization"
GNSS compass and position sensor,Surface navigation & positioning,https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/gnss-compass-and-position-sensor/,"https://www.kongsberg.com/contentassets/c6c34c94aa6f463e9ed58be1f98d3b24/seanav-300-1020x289.jpg?width=750&rxy=0.5,0.5","GPS receiver, Inertial Sensor, GNSS infrastructure, Sensor Fusion Compatible, Maritime Navigation, Vessel Tracking"
GNSS-based Relative Position Sensor,Surface navigation & positioning,https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/differential-absolute-relative-position-sensor/,"https://www.kongsberg.com/contentassets/f3d24abbd9cf4fc0abf188da287be19e/darps_1920x1080.jpg?width=1500&rxy=0.5,0.5","GPS receiver, Sensor Fusion Compatible, Maritime Navigation, Vessel Tracking, GNSS infrastructure, Spoofing Mitigation"
GNSS/DGNSS Position Sensors,Surface navigation & positioning,https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/dps/,"https://www.kongsberg.com/contentassets/514d7619bfc6434a92e52c040341913c/dps_1920x1080.jpg?width=1500&rxy=0.5,0.5","GPS receiver, Inertial Sensor, GNSS infrastructure, Spoofing Mitigation, Maritime Navigation, Vessel Tracking"
GPS navigation sensor,Surface navigation & positioning,https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/gps-navigation-sensor/,"https://www.kongsberg.com/contentassets/b65cc4d2272b4fcab2f883c90b71222f/seapos-700x495.jpg?width=500&rxy=0.5,0.5","GPS receiver, IALA beacon receiver, Sensor Fusion Compatible, GNSS infrastructure, Maritime Navigation, Vessel Tracking"
HAIN Reference for DP,Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/hain/hain-reference/,"https://www.kongsberg.com/contentassets/908f79d5012e4bfba5345fa62e5ba41c/dp_web_2.png?width=1500&rxy=0.5,0.5","Navigation system, Positioning system, Hydroacoustic Positioning, Inertial Measurement Unit, Dynamic Positioning Reference, Subsea Survey"
HIGH RESOLUTION 1171 SONAR HEADS,Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/high-resolution-1171-sonar-heads/,"https://www.kongsberg.com/contentassets/2842be90c81b4c129b61fe7bd4b3b44f/image1.jpg?width=1500&rxy=0.5,0.5","High-Resolution Sonar, Single beam echo sounder, Seafloor Mapping, Subsea Survey"
Helideck Monitoring System,Surveillance & monitoring,https://www.kongsberg.com/maritime/products/vessel-reference-systems/motion-and-heading-sensors/helideck-monitoring-system/,"https://www.kongsberg.com/contentassets/9c25e9803d294f3f883e8ff4dc2005ab/top-banner_hms_1348x605_nogrid.jpg?width=1500&rxy=0.5,0.5","Leak Detection System, Autonomous Underwater Vehicle, Acoustic Telemetry Link, AIS transponder, Marine Survey, Underwater Surveillance"
HiPAP 102 - Ultra Deep Water Positioning system,Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap-102/,"https://www.kongsberg.com/contentassets/9557ed72cd16491883c4a5c59b7628ae/hipap-102-250x231.jpg?width=500&rxy=0.5,0.5","Navigation system, Positioning system, Acoustic Telemetry, Hydroacoustic Positioning, ROV integration, Underwater Communication"
HiPAP 102P - Portable Acoustic Positioning system for Ultra-Deep water Operations,Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap-102p/,"https://www.kongsberg.com/contentassets/6a2a74e568564d6ba1c16fc678d6f420/hipap102p-670x962.jpg?width=500&rxy=0.5,0.5","Navigation system, Positioning system, Acoustic Telemetry, Hydroacoustic Positioning, Dynamic Positioning Reference, Subsea Survey"
HiPAP 352 - High Precision Acoustic Positioning System,Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap-352/,"https://www.kongsberg.com/contentassets/e9860822dacd4d08b9888950d16c8d7b/hipap-352-250x273.jpg?width=500&rxy=0.5,0.5","Positioning system, Navigation system, Acoustic Telemetry, Hydroacoustic Positioning, Dynamic Positioning Reference, ROV integration"
HiPAP 352P - Portable Acoustic Positioning system,Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap-352p/,"https://www.kongsberg.com/contentassets/ffd4c81e885d4a1e9bf76d093f7da08d/hipap_350p_transducer_150px.jpg?width=500&rxy=0.5,0.5","Positioning system, Navigation system, Hydroacoustic Positioning, Inertial Measurement Unit, Dynamic Positioning Reference, Underwater Communication"
HiPAP 452 - High Precision Acoustic Positioning System,Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap-452/,"https://www.kongsberg.com/contentassets/a340d1676a044820bc9c6fa28684cfbc/hipap-452-300x353.jpg?width=500&rxy=0.5,0.5","Positioning system, Navigation system, Acoustic Telemetry, Hydroacoustic Positioning, Underwater Communication, Dynamic Positioning Reference"
